Sentence,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
is there is dog food .,"1	is	_	_	_	_	3	reparandum	_	_
2	there	_	_	_	_	3	expl	_	_
3	is	_	_	_	_	0	root	_	_
4	dog	_	_	_	_	5	compound	_	_
5	food	_	_	_	_	3	nsubj	_	_
6	.	_	_	_	_	3	punct	_	_","1	is	_	AUX	VBZ	_	3	cop	_	_
2	there	_	PRON	EX	_	3	expl	_	_
3	is	_	VERB	VBZ	_	0	root	_	_
4	dog	_	NOUN	NN	_	5	compound	_	_
5	food	_	NOUN	NN	_	3	nsubj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
he's eating it .,"1	he's	_	_	_	_	2	nsubj	_	_
2	eating	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	he	_	PRON	PRP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	aux	_	_
3	eating	_	VERB	VBG	_	0	root	_	_
4	it	_	PRON	PRP	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
yum yum yum yum .,"1	yum	_	_	_	_	0	root	_	_
2	yum	_	_	_	_	1	conj	_	_
3	yum	_	_	_	_	1	conj	_	_
4	yum	_	_	_	_	1	conj	_	_
5	.	_	_	_	_	1	punct	_	_","1	yum	_	INTJ	UH	_	2	discourse	_	_
2	yum	_	NOUN	NN	_	0	root	_	_
3	yum	_	NOUN	NN	_	4	compound	_	_
4	yum	_	NOUN	NN	_	2	vocative	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
it's a noun .,"1	it's	_	_	_	_	3	cop	_	_
2	a	_	_	_	_	3	det	_	_
3	noun	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	it	_	PRON	PRP	_	4	nsubj	_	_
2	's	_	AUX	VBZ	_	4	cop	_	_
3	a	_	DET	DT	_	4	det	_	_
4	noun	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
you sit you sit on this chair right here .,"1	you	_	_	_	_	2	nsubj	_	_
2	sit	_	_	_	_	4	reparandum	_	_
3	you	_	_	_	_	4	nsubj	_	_
4	sit	_	_	_	_	0	root	_	_
5	on	_	_	_	_	7	case	_	_
6	this	_	_	_	_	7	det	_	_
7	chair	_	_	_	_	4	obl	_	_
8	right	_	_	_	_	9	advmod	_	_
9	here	_	_	_	_	7	advmod	_	_
10	.	_	_	_	_	4	punct	_	_","1	you	_	PRON	PRP	_	2	nsubj	_	_
2	sit	_	VERB	VBP	_	0	root	_	_
3	you	_	PRON	PRP	_	4	nsubj	_	_
4	sit	_	VERB	VBP	_	2	ccomp	_	_
5	on	_	ADP	IN	_	7	case	_	_
6	this	_	DET	DT	_	7	det	_	_
7	chair	_	NOUN	NN	_	4	obl	_	_
8	right	_	ADV	RB	_	9	advmod	_	_
9	here	_	ADV	RB	_	4	advmod	_	_
10	.	_	PUNCT	.	_	2	punct	_	_",
hot hot hot .,"1	hot	_	_	_	_	0	root	_	_
2	hot	_	_	_	_	1	conj	_	_
3	hot	_	_	_	_	1	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	hot	_	ADJ	JJ	_	3	amod	_	_
2	hot	_	ADJ	JJ	_	3	amod	_	_
3	hot	_	ADJ	JJ	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
don't bend him .,"1	don't	_	_	_	_	2	aux	_	_
2	bend	_	_	_	_	0	root	_	_
3	him	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	do	_	AUX	VB	_	3	aux	_	_
2	n't	_	PART	RB	_	3	advmod	_	_
3	bend	_	VERB	VB	_	0	root	_	_
4	him	_	PRON	PRP	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
he doesn't like nothing to eat .,"1	he	_	_	_	_	3	nsubj	_	_
2	doesn't	_	_	_	_	3	aux	_	_
3	like	_	_	_	_	0	root	_	_
4	nothing	_	_	_	_	3	obj	_	_
5	to	_	_	_	_	6	mark	_	_
6	eat	_	_	_	_	4	acl	_	_
7	.	_	_	_	_	3	punct	_	_","1	he	_	PRON	PRP	_	4	nsubj	_	_
2	does	_	AUX	VBZ	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	like	_	VERB	VB	_	0	root	_	_
5	nothing	_	PRON	NN	_	4	obj	_	_
6	to	_	PART	TO	_	7	mark	_	_
7	eat	_	VERB	VB	_	5	acl	_	_
8	.	_	PUNCT	.	_	4	punct	_	_",
no with the rabbit .,"1	no	_	_	_	_	4	discourse	_	_
2	with	_	_	_	_	4	case	_	_
3	the	_	_	_	_	4	det	_	_
4	rabbit	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	no	_	INTJ	UH	_	4	discourse	_	_
2	with	_	ADP	IN	_	4	case	_	_
3	the	_	DET	DT	_	4	det	_	_
4	rabbit	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
I'm going to give it back to him when I get done drawing this picture for Thanksgiving and and and this picture for trickortreat .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	going	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	give	_	_	_	_	2	xcomp	_	_
5	it	_	_	_	_	4	obj	_	_
6	back	_	_	_	_	4	advmod	_	_
7	to	_	_	_	_	8	case	_	_
8	him	_	_	_	_	4	obl	_	_
9	when	_	_	_	_	11	mark	_	_
10	I	_	_	_	_	11	nsubj	_	_
11	get	_	_	_	_	4	advcl	_	_
12	done	_	_	_	_	4	advcl	_	_
13	drawing	_	_	_	_	4	advcl	_	_
14	this	_	_	_	_	15	det	_	_
15	picture	_	_	_	_	13	obj	_	_
16	for	_	_	_	_	17	case	_	_
17	Thanksgiving	_	_	_	_	15	nmod	_	_
18	and	_	_	_	_	20	reparandum	_	_
19	and	_	_	_	_	20	reparandum	_	_
20	and	_	_	_	_	22	cc	_	_
21	this	_	_	_	_	22	det	_	_
22	picture	_	_	_	_	15	conj	_	_
23	for	_	_	_	_	24	case	_	_
24	trickortreat	_	_	_	_	22	nmod	_	_
25	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	going	_	VERB	VBG	_	0	root	_	_
4	to	_	PART	TO	_	5	mark	_	_
5	give	_	VERB	VB	_	3	xcomp	_	_
6	it	_	PRON	PRP	_	5	obj	_	_
7	back	_	ADV	RB	_	5	advmod	_	_
8	to	_	ADP	IN	_	9	case	_	_
9	him	_	PRON	PRP	_	5	obl	_	_
10	when	_	ADV	WRB	_	13	advmod	_	_
11	I	_	PRON	PRP	_	13	nsubj:pass	_	_
12	get	_	AUX	VBP	_	13	aux:pass	_	_
13	done	_	VERB	VBN	_	5	advcl	_	_
14	drawing	_	VERB	VBG	_	13	advcl	_	_
15	this	_	DET	DT	_	16	det	_	_
16	picture	_	NOUN	NN	_	14	obj	_	_
17	for	_	ADP	IN	_	18	case	_	_
18	Thanksgiving	_	PROPN	NNP	_	14	obl	_	_
19	and	_	CCONJ	CC	_	23	cc	_	_
20	and	_	CCONJ	CC	_	23	cc	_	_
21	and	_	CCONJ	CC	_	23	cc	_	_
22	this	_	DET	DT	_	23	det	_	_
23	picture	_	NOUN	NN	_	18	conj	_	_
24	for	_	ADP	IN	_	25	case	_	_
25	trickortreat	_	NOUN	NN	_	23	nmod	_	_
26	.	_	PUNCT	.	_	3	punct	_	_",
no fashed like these .,"1	no	_	_	_	_	2	discourse	_	_
2	fashed	_	_	_	_	0	root	_	_
3	like	_	_	_	_	4	case	_	_
4	these	_	_	_	_	2	obl	_	_
5	.	_	_	_	_	2	punct	_	_","1	no	_	DET	DT	_	2	det	_	_
2	fashed	_	ADJ	JJ	_	0	root	_	_
3	like	_	ADP	IN	_	4	case	_	_
4	these	_	PRON	DT	_	2	obl	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
what's pickles ?,"1	what's	_	_	_	_	0	root	_	_
2	pickles	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	pickles	_	NOUN	NNS	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
know I'm a artist ?,"1	know	_	_	_	_	0	root	_	_
2	I'm	_	_	_	_	4	cop	_	_
3	a	_	_	_	_	4	det	_	_
4	artist	_	_	_	_	1	ccomp	_	_
5	?	_	_	_	_	1	punct	_	_","1	know	_	VERB	VBP	_	0	root	_	_
2	I	_	PRON	PRP	_	5	nsubj	_	_
3	'm	_	AUX	VBP	_	5	cop	_	_
4	a	_	DET	DT	_	5	det	_	_
5	artist	_	NOUN	NN	_	1	ccomp	_	_
6	?	_	PUNCT	.	_	1	punct	_	_",
uhhuh then wear it again okay ?,"1	uhhuh	_	_	_	_	3	discourse	_	_
2	then	_	_	_	_	3	advmod	_	_
3	wear	_	_	_	_	0	root	_	_
4	it	_	_	_	_	3	obj	_	_
5	again	_	_	_	_	3	advmod	_	_
6	okay	_	_	_	_	3	discourse	_	_
7	?	_	_	_	_	3	punct	_	_","1	uhhuh	_	INTJ	UH	_	3	discourse	_	_
2	then	_	ADV	RB	_	3	advmod	_	_
3	wear	_	VERB	VB	_	0	root	_	_
4	it	_	PRON	PRP	_	3	obj	_	_
5	again	_	ADV	RB	_	3	advmod	_	_
6	okay	_	ADJ	JJ	_	3	advmod	_	_
7	?	_	PUNCT	.	_	3	punct	_	_",
you hot when you wear long sleeves ?,"1	you	_	_	_	_	2	nsubj	_	_
2	hot	_	_	_	_	0	root	_	_
3	when	_	_	_	_	5	mark	_	_
4	you	_	_	_	_	5	nsubj	_	_
5	wear	_	_	_	_	2	advcl	_	_
6	long	_	_	_	_	7	amod	_	_
7	sleeves	_	_	_	_	5	obj	_	_
8	?	_	_	_	_	2	punct	_	_","1	you	_	PRON	PRP	_	2	nsubj	_	_
2	hot	_	ADJ	JJ	_	0	root	_	_
3	when	_	ADV	WRB	_	5	advmod	_	_
4	you	_	PRON	PRP	_	5	nsubj	_	_
5	wear	_	VERB	VBP	_	2	advcl	_	_
6	long	_	ADJ	JJ	_	7	amod	_	_
7	sleeves	_	NOUN	NNS	_	5	obj	_	_
8	?	_	PUNCT	.	_	2	punct	_	_",
where's this is the seven okay ?,"1	where's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	is	_	_	_	_	5	cop	_	_
4	the	_	_	_	_	5	det	_	_
5	seven	_	_	_	_	1	parataxis	_	_
6	okay	_	_	_	_	5	discourse	_	_
7	?	_	_	_	_	5	punct	_	_","1	where	_	ADV	WRB	_	7	advmod	_	_
2	's	_	AUX	VBZ	_	7	cop	_	_
3	this	_	PRON	DT	_	7	nsubj	_	_
4	is	_	AUX	VBZ	_	7	cop	_	_
5	the	_	DET	DT	_	7	det	_	_
6	seven	_	NUM	CD	_	7	nummod	_	_
7	okay	_	ADJ	JJ	_	0	root	_	_
8	?	_	PUNCT	.	_	7	punct	_	_",
that all ?,"1	that	_	_	_	_	2	nsubj	_	_
2	all	_	_	_	_	0	root	_	_
3	?	_	_	_	_	2	punct	_	_","1	that	_	SCONJ	IN	_	2	mark	_	_
2	all	_	DET	DT	_	0	root	_	_
3	?	_	PUNCT	.	_	2	punct	_	_",
I need to go tee tee .,"1	I	_	_	_	_	2	nsubj	_	_
2	need	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	go	_	_	_	_	2	xcomp	_	_
5	tee	_	_	_	_	6	compound	_	_
6	tee	_	_	_	_	4	xcomp	_	_
7	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	need	_	VERB	VBP	_	0	root	_	_
3	to	_	PART	TO	_	4	mark	_	_
4	go	_	VERB	VB	_	2	xcomp	_	_
5	tee	_	NOUN	NN	_	6	compound	_	_
6	tee	_	NOUN	NN	_	4	obj	_	_
7	.	_	PUNCT	.	_	2	punct	_	_",
hunhunh know what he did ?,"1	hunhunh	_	_	_	_	2	discourse	_	_
2	know	_	_	_	_	0	root	_	_
3	what	_	_	_	_	5	obj	_	_
4	he	_	_	_	_	5	nsubj	_	_
5	did	_	_	_	_	2	ccomp	_	_
6	?	_	_	_	_	2	punct	_	_","1	hunhunh	_	INTJ	UH	_	2	discourse	_	_
2	know	_	VERB	VB	_	0	root	_	_
3	what	_	PRON	WP	_	2	obj	_	_
4	he	_	PRON	PRP	_	5	nsubj	_	_
5	did	_	VERB	VBD	_	3	acl:relcl	_	_
6	?	_	PUNCT	.	_	2	punct	_	_",
go back go backwards .,"1	go	_	_	_	_	0	root	_	_
2	back	_	_	_	_	1	advmod	_	_
3	go	_	_	_	_	1	parataxis	_	_
4	backwards	_	_	_	_	3	advmod	_	_
5	.	_	_	_	_	1	punct	_	_","1	go	_	VERB	VB	_	0	root	_	_
2	back	_	ADV	RB	_	1	advmod	_	_
3	go	_	VERB	VB	_	1	xcomp	_	_
4	backwards	_	ADV	RB	_	3	advmod	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
nee nah nee nah .,"1	nee	_	_	_	_	0	root	_	_
2	nah	_	_	_	_	1	flat	_	_
3	nee	_	_	_	_	1	conj	_	_
4	nah	_	_	_	_	1	flat	_	_
5	.	_	_	_	_	1	punct	_	_","1	nee	_	INTJ	UH	_	3	discourse	_	_
2	nah	_	INTJ	UH	_	3	discourse	_	_
3	nee	_	INTJ	UH	_	4	discourse	_	_
4	nah	_	INTJ	UH	_	0	root	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
nee nah .,"1	nee	_	_	_	_	0	root	_	_
2	nah	_	_	_	_	1	flat	_	_
3	.	_	_	_	_	1	punct	_	_","1	nee	_	INTJ	UH	_	2	discourse	_	_
2	nah	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
nee nah nee nah .,"1	nee	_	_	_	_	0	root	_	_
2	nah	_	_	_	_	1	flat	_	_
3	nee	_	_	_	_	1	conj	_	_
4	nah	_	_	_	_	1	flat	_	_
5	.	_	_	_	_	1	punct	_	_","1	nee	_	INTJ	UH	_	3	discourse	_	_
2	nah	_	INTJ	UH	_	3	discourse	_	_
3	nee	_	INTJ	UH	_	4	discourse	_	_
4	nah	_	INTJ	UH	_	0	root	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
nee nah .,"1	nee	_	_	_	_	0	root	_	_
2	nah	_	_	_	_	1	flat	_	_
3	.	_	_	_	_	1	punct	_	_","1	nee	_	INTJ	UH	_	2	discourse	_	_
2	nah	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
nee nah .,"1	nee	_	_	_	_	0	root	_	_
2	nah	_	_	_	_	1	flat	_	_
3	.	_	_	_	_	1	punct	_	_","1	nee	_	INTJ	UH	_	2	discourse	_	_
2	nah	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
it's jamajos .,"1	it's	_	_	_	_	2	cop	_	_
2	jamajos	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	it	_	PRON	PRP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	jamajos	_	NOUN	NNS	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
out out .,"1	out	_	_	_	_	0	root	_	_
2	out	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	out	_	ADV	RB	_	0	root	_	_
2	out	_	ADP	RP	_	1	advmod	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Out	out	ADV	RB	_	0	root	0:root	_
2	out	out	ADP	RP	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
can't see them .,"1	can't	_	_	_	_	2	aux	_	_
2	see	_	_	_	_	0	root	_	_
3	them	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	ca	_	AUX	MD	_	3	aux	_	_
2	n't	_	PART	RB	_	3	advmod	_	_
3	see	_	VERB	VB	_	0	root	_	_
4	them	_	PRON	PRP	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
Teletubbie Toast Teletubbie Toast .,"1	Teletubbie	_	_	_	_	2	compound	_	_
2	Toast	_	_	_	_	0	root	_	_
3	Teletubbie	_	_	_	_	4	compound	_	_
4	Toast	_	_	_	_	2	parataxis	_	_
5	.	_	_	_	_	2	punct	_	_","1	Teletubbie	_	PROPN	NNP	_	2	compound	_	_
2	Toast	_	PROPN	NNP	_	4	compound	_	_
3	Teletubbie	_	PROPN	NNP	_	4	compound	_	_
4	Toast	_	PROPN	NNP	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
naughty Noo Noo .,"1	naughty	_	_	_	_	2	amod	_	_
2	Noo	_	_	_	_	0	root	_	_
3	Noo	_	_	_	_	2	flat	_	_
4	.	_	_	_	_	2	punct	_	_","1	naughty	_	ADJ	JJ	_	0	root	_	_
2	Noo	_	INTJ	UH	_	1	discourse	_	_
3	Noo	_	INTJ	UH	_	2	flat	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
Tinky Winky and Po .,"1	Tinky	_	_	_	_	0	root	_	_
2	Winky	_	_	_	_	1	conj	_	_
3	and	_	_	_	_	4	cc	_	_
4	Po	_	_	_	_	1	conj	_	_
5	.	_	_	_	_	1	punct	_	_","1	Tinky	_	PROPN	NNP	_	0	root	_	_
2	Winky	_	PROPN	NNP	_	1	flat	_	_
3	and	_	CCONJ	CC	_	4	cc	_	_
4	Po	_	PROPN	NNP	_	1	conj	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
big birds coming out your hair .,"1	big	_	_	_	_	2	amod	_	_
2	birds	_	_	_	_	3	nsubj	_	_
3	coming	_	_	_	_	0	root	_	_
4	out	_	_	_	_	6	case	_	_
5	your	_	_	_	_	6	nmod:poss	_	_
6	hair	_	_	_	_	3	obl	_	_
7	.	_	_	_	_	3	punct	_	_","1	big	_	ADJ	JJ	_	2	amod	_	_
2	birds	_	NOUN	NNS	_	0	root	_	_
3	coming	_	VERB	VBG	_	2	acl	_	_
4	out	_	ADP	IN	_	6	case	_	_
5	your	_	PRON	PRP$	_	6	nmod:poss	_	_
6	hair	_	NOUN	NN	_	3	obl	_	_
7	.	_	PUNCT	.	_	2	punct	_	_",
get down .,"1	get	_	_	_	_	0	root	_	_
2	down	_	_	_	_	1	advmod	_	_
3	.	_	_	_	_	1	punct	_	_","1	get	_	VERB	VB	_	0	root	_	_
2	down	_	ADP	RP	_	1	compound:prt	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Get	get	VERB	VB	_	0	root	0:root	_
2	down	down	ADV	RB	_	1	advmod	1:advmod	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
um baby sheeps .,"1	um	_	_	_	_	3	discourse	_	_
2	baby	_	_	_	_	3	amod	_	_
3	sheeps	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	um	_	INTJ	UH	_	3	discourse	_	_
2	baby	_	NOUN	NN	_	3	compound	_	_
3	sheeps	_	NOUN	NNS	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
you make a little bear and a and a rabbit .,"1	you	_	_	_	_	2	nsubj	_	_
2	make	_	_	_	_	0	root	_	_
3	a	_	_	_	_	5	det	_	_
4	little	_	_	_	_	5	amod	_	_
5	bear	_	_	_	_	2	obj	_	_
6	and	_	_	_	_	7	cc	_	_
7	a	_	_	_	_	5	conj	_	_
8	and	_	_	_	_	10	cc	_	_
9	a	_	_	_	_	10	det	_	_
10	rabbit	_	_	_	_	5	conj	_	_
11	.	_	_	_	_	2	punct	_	_","1	you	_	PRON	PRP	_	2	nsubj	_	_
2	make	_	VERB	VBP	_	0	root	_	_
3	a	_	DET	DT	_	5	det	_	_
4	little	_	ADJ	JJ	_	5	amod	_	_
5	bear	_	NOUN	NN	_	2	obj	_	_
6	and	_	CCONJ	CC	_	10	cc	_	_
7	a	_	DET	DT	_	10	det	_	_
8	and	_	CCONJ	CC	_	10	cc	_	_
9	a	_	DET	DT	_	10	det	_	_
10	rabbit	_	NOUN	NN	_	5	conj	_	_
11	.	_	PUNCT	.	_	2	punct	_	_",
you make a bear Mommy .,"1	you	_	_	_	_	2	nsubj	_	_
2	make	_	_	_	_	0	root	_	_
3	a	_	_	_	_	4	det	_	_
4	bear	_	_	_	_	2	obj	_	_
5	Mommy	_	_	_	_	2	vocative	_	_
6	.	_	_	_	_	2	punct	_	_","1	you	_	PRON	PRP	_	2	nsubj	_	_
2	make	_	VERB	VBP	_	0	root	_	_
3	a	_	DET	DT	_	5	det	_	_
4	bear	_	NOUN	NN	_	5	compound	_	_
5	Mommy	_	PROPN	NNP	_	2	obj	_	_
6	.	_	PUNCT	.	_	2	punct	_	_",
you make a rabbit and a bear I said .,"1	you	_	_	_	_	2	nsubj	_	_
2	make	_	_	_	_	0	root	_	_
3	a	_	_	_	_	4	det	_	_
4	rabbit	_	_	_	_	2	obj	_	_
5	and	_	_	_	_	7	cc	_	_
6	a	_	_	_	_	7	det	_	_
7	bear	_	_	_	_	4	conj	_	_
8	I	_	_	_	_	9	nsubj	_	_
9	said	_	_	_	_	2	parataxis	_	_
10	.	_	_	_	_	2	punct	_	_","1	you	_	PRON	PRP	_	2	nsubj	_	_
2	make	_	VERB	VBP	_	0	root	_	_
3	a	_	DET	DT	_	4	det	_	_
4	rabbit	_	NOUN	NN	_	2	obj	_	_
5	and	_	CCONJ	CC	_	7	cc	_	_
6	a	_	DET	DT	_	7	det	_	_
7	bear	_	NOUN	NN	_	4	conj	_	_
8	I	_	PRON	PRP	_	9	nsubj	_	_
9	said	_	VERB	VBD	_	7	acl:relcl	_	_
10	.	_	PUNCT	.	_	2	punct	_	_",
yum yum yum yum yum yum a yum .,"1	yum	_	_	_	_	0	root	_	_
2	yum	_	_	_	_	1	conj	_	_
3	yum	_	_	_	_	1	conj	_	_
4	yum	_	_	_	_	1	conj	_	_
5	yum	_	_	_	_	1	conj	_	_
6	yum	_	_	_	_	1	conj	_	_
7	a	_	_	_	_	8	reparandum	_	_
8	yum	_	_	_	_	1	conj	_	_
9	.	_	_	_	_	1	punct	_	_","1	yum	_	INTJ	UH	_	8	discourse	_	_
2	yum	_	INTJ	UH	_	8	discourse	_	_
3	yum	_	INTJ	UH	_	8	discourse	_	_
4	yum	_	INTJ	UH	_	8	discourse	_	_
5	yum	_	INTJ	UH	_	8	discourse	_	_
6	yum	_	INTJ	UH	_	8	discourse	_	_
7	a	_	DET	DT	_	8	det	_	_
8	yum	_	PROPN	NNP	_	0	root	_	_
9	.	_	PUNCT	.	_	8	punct	_	_",
yup we don't .,"1	yup	_	_	_	_	3	discourse	_	_
2	we	_	_	_	_	3	nsubj	_	_
3	don't	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	yup	_	INTJ	UH	_	3	discourse	_	_
2	we	_	PRON	PRP	_	3	nsubj	_	_
3	do	_	AUX	VBP	_	0	root	_	_
4	n't	_	PART	RB	_	3	advmod	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
I can't know how to make a dog .,"1	I	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	know	_	_	_	_	0	root	_	_
4	how	_	_	_	_	6	mark	_	_
5	to	_	_	_	_	6	mark	_	_
6	make	_	_	_	_	3	ccomp	_	_
7	a	_	_	_	_	8	det	_	_
8	dog	_	_	_	_	6	obj	_	_
9	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	know	_	VERB	VB	_	0	root	_	_
5	how	_	ADV	WRB	_	4	obj	_	_
6	to	_	PART	TO	_	7	mark	_	_
7	make	_	VERB	VB	_	5	acl	_	_
8	a	_	DET	DT	_	9	det	_	_
9	dog	_	NOUN	NN	_	7	obj	_	_
10	.	_	PUNCT	.	_	4	punct	_	_",
"um , turn the other page .","1	um	_	_	_	_	3	discourse	_	_
2	,	_	_	_	_	3	mark	_	_
3	turn	_	_	_	_	0	root	_	_
4	the	_	_	_	_	6	det	_	_
5	other	_	_	_	_	6	amod	_	_
6	page	_	_	_	_	3	obj	_	_
7	.	_	_	_	_	3	punct	_	_","1	um	_	INTJ	UH	_	3	discourse	_	_
2	,	_	PUNCT	,	_	1	punct	_	_
3	turn	_	VERB	VB	_	0	root	_	_
4	the	_	DET	DT	_	6	det	_	_
5	other	_	ADJ	JJ	_	6	amod	_	_
6	page	_	NOUN	NN	_	3	obj	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
"no principals have , these .","1	no	_	_	_	_	2	det	_	_
2	principals	_	_	_	_	3	nsubj	_	_
3	have	_	_	_	_	0	root	_	_
4	,	_	_	_	_	5	case	_	_
5	these	_	_	_	_	3	obj	_	_
6	.	_	_	_	_	3	punct	_	_","1	no	_	DET	DT	_	2	det	_	_
2	principals	_	NOUN	NNS	_	3	nsubj	_	_
3	have	_	AUX	VBP	_	0	root	_	_
4	,	_	PUNCT	,	_	5	punct	_	_
5	these	_	PRON	DT	_	3	vocative	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
there's two .,"1	there's	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	nsubj	_	_
3	.	_	_	_	_	1	punct	_	_","1	there	_	PRON	EX	_	2	expl	_	_
2	's	_	VERB	VBZ	_	0	root	_	_
3	two	_	NUM	CD	_	2	nsubj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
wanna buy a chocolate now .,"1	wanna	_	_	_	_	0	root	_	_
2	buy	_	_	_	_	1	xcomp	_	_
3	a	_	_	_	_	4	det	_	_
4	chocolate	_	_	_	_	2	obj	_	_
5	now	_	_	_	_	2	advmod	_	_
6	.	_	_	_	_	1	punct	_	_","1	wan	_	VERB	VBP	_	0	root	_	_
2	na	_	PART	TO	_	3	mark	_	_
3	buy	_	VERB	VB	_	1	xcomp	_	_
4	a	_	DET	DT	_	5	det	_	_
5	chocolate	_	NOUN	NN	_	3	obj	_	_
6	now	_	ADV	RB	_	3	advmod	_	_
7	.	_	PUNCT	.	_	1	punct	_	_",
you're not .,"1	you're	_	_	_	_	2	nsubj	_	_
2	not	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	you	_	PRON	PRP	_	2	nsubj	_	_
2	're	_	AUX	VBP	_	0	root	_	_
3	not	_	PART	RB	_	2	advmod	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
