sentence,category
We 'll change Eve 's diaper right now .,SPT
Because I just put them on .,SPT
No you may not have it .,SPT
Well you find it .,SPT
Bring it here and I 'll fix it for you .,SPT
Yes you get it .,SPT
Eve have you got the spoon ?,SPT
Well we 'll get a cup in a minute .,SPT
You wipe it off the table please .,SPT
No we 'll leave the door shut .,SPT
Because I want it shut .,SPT
I 'll fix it once more and that 's all .,SPT
No Fraser 'll put the sugar in his own coffee .,SPT
You haf ta fix it ?,SPT
Kathy ca n't fix it .,SPT
I see fire .,SPT
Sandy 's climbing up a tree .,SPT
You want your bibbie ?,SPT
You wan na have lunch already ?,SPT
Oh I forgot your spoon .,SPT
Wait a minute another one Fraser do it .,SPT
And he had his breakfast in bed .,SPT
No you may not have it no .,SPT
Okay what do we do now then ?,SPT
Papa have it .,SPT
Papa had it .,SPT
Eve write paper .,SPT
You have a piece of cheese right there .,SPT
Eve what 's Fraser doing ?,SPT
But you do n't like tomato soup .,SPT
Well you do n't like it .,SPT
You could have some if you liked it .,SPT
You 're writing a b c ?,SPT
Mommy have it ?,SPT
Yes Mommy 's gon na have it .,SPT
I 'm going to cook it .,SPT
You would n't eat a wiener if I fixed it for you .,SPT
Oh you dropped the cheese .,SPT
You do n't want this .,SPT
You have tapioca on your finger .,SPT
Why do n't you show Fraser horsie Eve ?,SPT
Yes you may have a cracker .,SPT
Eve show Fraser horsie .,SPT
You have pencils ?,SPT
You want me to cover you ?,SPT
Okay you have a nice nap .,SPT
Yes I 'll turn it in just a second .,SPT
You may have it .,SPT
But I thought you wanted me to turn it .,SPT
Want Mommy Mom carry Eve .,SPT
Lie down and Papa will carry you .,SPT
Papa change her .,SPT
You 're going to buy her ?,SPT
Why do n't you come down here and see Fraser ?,SPT
Fraser get it .,SPT
Papa 'll get it .,SPT
The horsie 's gon na see Papa ?,SPT
You have n't had tapioca in a whole week .,SPT
You 'll have a cheese sandwich .,SPT
Well you had a cheese sandwich .,SPT
You have n't had tapioca for a whole week .,SPT
No she has n't had a cheese sandwich either .,SPT
You haf ta let me wipe your fingers first and then Mommy 'll give you a piece of cheese .,SPT
You do n't have a big stool .,SPT
You have a little stool .,SPT
Yes baby Sarah 's gon na take a nap .,SPT
Baby Sarah take nap .,SPT
She 's gon na take a nap .,SPT
You had breakfast .,SPT
She 's watching you eat you .,SPT
I missed the first word .,SPT
Eve can you put the beads on the string ?,SPT
Eve would you please bring me the ashtray from the windowsill ?,SPT
She forget her pencil .,SPT
You ask Papa please and he 'll get you your pencil .,SPT
Papa get Eve pencil ?,SPT
I go get a pencil .,SPT
No I do n't think we can fix that paper .,SPT
Eve write floor .,SPT
I write door .,SPT
I write study .,SPT
With baby are you loving the crayon ?,SPT
You write pencil .,SPT
You write a pencil .,SPT
Oh you hurt your knee .,SPT
Papa do it .,SPT
I 've got you now .,SPT
We 'll see Becky this afternoon .,SPT
You must find it ?,SPT
You gon na put your paper on the box ?,SPT
Fraser needs his pencil .,SPT
Well I haf ta hold Sarah with this one or she 'll fall down .,SPT
You can ride horsie .,SPT
Eve take nap now .,SPT
You wan na take a nap now ?,SPT
First we 'll have some lunch and then you take a nap .,SPT
You going to see Judy ?,SPT
You 're squashing her .,SPT
You 're squashing dolly .,SPT
Why do n't you put one on dolly ?,SPT
You 're making a Jim jump ?,SPT
Big tower have little tower .,SPT
You gon na make Eve grape juice ?,SPT
I making Eve soup .,SPT
I use yours .,SPT
You buy it ?,SPT
You put some water in it .,SPT
You have noses .,SPT
You have nose .,SPT
Me too have nose .,SPT
Mom have nose .,SPT
No I do n't think Fraser wants a piece of celery .,SPT
We 'll just give Eve a piece of celery .,SPT
I put my head down and cough .,SPT
I 'm shoving some pans around .,SPT
You open my toy box .,SPT
I do n't know what you 're saying sweetie .,SPT
You have a mouthful ?,SPT
Mom going open my toy box .,SPT
Eve what are you doing ?,SPT
For lunch we 're going to have chips .,SPT
I ca n't understand you with your mouth full .,SPT
I have coloring books .,SPT
Eve what did you say ?,SPT
I buy green one .,SPT
I buy it .,SPT
You may have one .,SPT
Oh I dropped it .,SPT
You may take one .,SPT
I go get a little stool .,SPT
No you read it to me .,SPT
Fraser read Sneezer .,SPT
He did read Sneezer .,SPT
He ca n't read you stories .,SPT
Alright you read Pancake to Fraser .,SPT
I do n't read no books .,SPT
I know you 're not going to read any books .,SPT
I go get another pencil .,SPT
You write flower .,SPT
You write man .,SPT
You write man 's finger .,SPT
Fraser did it .,SPT
Eve you spell cat for Fraser .,SPT
Well we ca n't spell Cromer Eve .,SPT
We do n't have enough letters to spell Cromer .,SPT
Yes you spell cat .,SPT
You need a c .,SPT
D spells dog .,SPT
Fraser I spell cat for you .,SPT
You spell with the letters you do n't eat them .,SPT
Yes you put these away first and then we 'll have lunch .,SPT
I have lunch .,SPT
You go watch me have my lunch .,SPT
Yes he 'll watch you have your lunch .,SPT
You did n't buy it .,SPT
Joanne gave you that bibbie .,SPT
She gave you that .,SPT
Eve would you like to have some cheese ?,SPT
Oh Papa 's making a noise .,SPT
Well you 're making the holes in them .,SPT
It did n't have holes in it when I gave it to you .,SPT
Swiss cheese has holes in it .,SPT
Swiss cheese have holes in it .,SPT
You ca n't make Swiss cheese by putting holes in it .,SPT
You have n't eaten your noodle soup so far .,SPT
You go have lunch now .,SPT
She 's making a noise at you .,SPT
I 'm gon na fix some bouillon for Pop .,SPT
I forgot your vitamins this morning .,SPT
I burned my finger .,SPT
Fraser have lunch .,SPT
No Fraser 's not having lunch .,SPT
You 're making Fraser feel hungry Eve .,SPT
He want some milk out the cup .,SPT
Soon she eats her lunch .,SPT
Soon Eve eats her lunch too .,SPT
Then Eve have some milk .,SPT
Well Eve has some milk now .,SPT
You ca n't hit Sarah or me with your sticky fingers .,SPT
If you wan na do something hit your own self .,SPT
You do n't care if you put your sticky fingers on your cheek .,SPT
I do n't like them on my face .,SPT
I drink my grape juice .,SPT
I have full tummy .,SPT
Look I have a full tummy .,SPT
You haf ta eat before you have a full tummy and Fraser has n't had his lunch yet .,SPT
He has an empty tummy .,SPT
You 'd better pick them up .,SPT
You pick the letters with me .,SPT
You pick them up .,SPT
Well do n't take the crayons out because it 's time to take a nap .,SPT
I 'll get a kiss upstairs .,SPT
Tell Fraser you 'll see him on .,SPT
I go take my Easter baskets for bed .,SPT
You do n't take your Easter baskets to bed .,SPT
You may have them when you come down .,SPT
After you take your nap .,SPT
And he 'll come back and see you then .,SPT
I have close the door .,SPT
You do n't need ta shut it .,SPT
We do n't need ta shut it today .,SPT
Fraser 's going to go and have his lunch and you 're going to have a nap and then he 's going to come back .,SPT
I get a pencil Fraser for write .,SPT
I can write abc .,SPT
He draw a man .,SPT
You draw a lady .,SPT
I writing an eye .,SPT
Fraser you want some coffee ?,SPT
You can write a little man .,SPT
He have a mustache .,SPT
I writing him off .,SPT
See Mom putting the pudding .,SPT
Have see Mom putting the pudding .,SPT
You have wipe my nose Fraser .,SPT
Pop 'll do it .,SPT
I hold it .,SPT
You color horse 's eye .,SPT
We want it on yes .,SPT
We do n't take the paper off .,SPT
You have a put it back on .,SPT
Oh you hold it .,SPT
I go get another crayon .,SPT
I kick the ball .,SPT
You do n't go around pushing people in the face .,SPT
I want some cookie .,SPT
I want Mommy read .,SPT
May I tie your shoe for you please .,SPT
I do n't want you to trip on your shoelace .,SPT
See this one better but this not better .,SPT
Well why did you untie it ?,SPT
I broke my cream pitcher so I 'll just give it to you .,SPT
I using Fraser 's .,SPT
You please write me lady .,SPT
I will put my pencil right here .,SPT
Yes we made a great big hole in here .,SPT
We haf ta get a new one .,SPT
Sue I want have my lunch .,SPT
You wait just a little bit and we 'll have lunch .,SPT
Cookie that 'll make me happy .,SPT
Chocolate would make me .,SPT
Oh you need a chocolate one .,SPT
I want choose it myself .,SPT
You may choose it yourself .,SPT
I have a cookie .,SPT
Shut the door we wo n't hear her then .,SPT
Then Fraser wo n't hear her .,SPT
We 'll shut the door so we wo n't hear Becky .,SPT
So we do n't hear Becky .,SPT
We had ta get our shoe caught .,SPT
You had ta get what ?,SPT
Where did you hear that ?,SPT
You do what to your shoes ?,SPT
He bick a bick back .,SPT
Yes we 'd love to see jump .,SPT
You please give me another cookie ?,SPT
No you may have another one for dessert .,SPT
I 'm moving the stool .,SPT
You ask Fraser .,SPT
Well what did you do with the one you had ?,SPT
Then we do n't see him .,SPT
He 'll share the paper with you while he 's here .,SPT
He 'll share the paper with you .,SPT
I will write one two three .,SPT
Now Fraser you please write me lady on here .,SPT
Okay I 'll write you a lady on there .,SPT
That helps him draw .,SPT
He say bumbum .,SPT
That helps him to draw better .,SPT
You do n't know to make one ?,SPT
See if you can make one .,SPT
You look at Fraser 's lady and see if you can make one .,SPT
I think I have tear one and I think I can write one .,SPT
Sue I writing holes .,SPT
You 're writing holes ?,SPT
When I put the pencil in this hole I put it right here .,SPT
What happens when you put it in the hole .,SPT
I want eat lunch .,SPT
I 'll fix lunch for you .,SPT
I rolling it .,SPT
I know you 're rolling it but that 's not what you do with pencils .,SPT
I wan na have tapioca .,SPT
I did n't make any .,SPT
You please make me some .,SPT
I will make you some tapioca on Wednesday .,SPT
I remember Gloria .,SPT
That will make me happy .,SPT
You can write me a lady on that page .,SPT
I want another .,SPT
That what we do after supper .,SPT
Well he did n't buy us a new house .,SPT
He got a new house for us we 're going to move in .,SPT
I wan na eat noodle soup .,SPT
I wan na have a eggnog .,SPT
And I will see Fraser .,SPT
You will see Fraser wo n't you .,SPT
Alright Eve wants an eggnog .,SPT
Yes I 'll put it in your pitcher .,SPT
You did n't buy some salt .,SPT
We already had some salt .,SPT
Papa bought some vanilla yes because we did n't have any .,SPT
He put his bread and butter folded over .,SPT
Schroeder and he eats a bread and butter sandwich .,SPT
Mom I want see Sarah .,SPT
Dinah wo n't blow your horn .,SPT
You 'll haf ta teach Fraser that song .,SPT
Well you got things fudged up Eve .,SPT
The monkey on Becky 's tv says what ?,SPT
Why was he doing that ?,SPT
Well she 'll go right there when I fix your lunch .,SPT
Well maybe we 'll give her lunch before he goes away because she 's hungry .,SPT
I thought you were eating your lunch .,SPT
And what are you doing ?,SPT
I 'll help you .,SPT
Yeah you know what .,SPT
You know that part that you are touching ?,SPT
And then we tell it stories about smoke alarms and stuff .,SPT
We do n't put things like that around our neck !,SPT
And then Daddy washed him !,SPT
We do n't eat stickers we just stick them on things .,SPT
Where did we get this ?,SPT
Someone put them there .,SPT
I see you are pulling the bunny chair somewhere are you taking it off to your lair ?,SPT
You know what you did ?,SPT
And he have marbles in the back .,SPT
It seem stuck and him get him out .,SPT
He have a little thing goes up and up .,SPT
Oh my gosh Jessica has cool toys .,SPT
He stopped right here to get some gas .,SPT
The dog is gon na get some .,SPT
I 'm eating dog bones .,SPT
I 'm gon na eat pizza .,SPT
We open the paint .,SPT
Oh do you wan na paint again instead of using markers ?,SPT
I wan na pick up that turtle .,SPT
You know what ?,SPT
I want some more pizza .,SPT
I want some !,SPT
I 'm gon na go cook up some more pizza with my turtle .,SPT
And it has olive oil .,SPT
I do n't have olive oil .,SPT
I thought I saw you putting olive oil on all those dog bones you were eating .,SPT
Maybe it I could draw a paint box .,SPT
I could draw that paint box .,SPT
I like beans .,SPT
You want some pizza too ?,SPT
You want some more paint it 's hard to see is n't it ?,SPT
I 'm gon na haf ta cook up two more pizzas for you .,SPT
We do n't wan na do that .,SPT
I 'm gon na paint white here .,SPT
You want a piece ?,SPT
Where did he put your markers hon ?,SPT
We could paint a microphone on on the paper .,SPT
So should we paint a little green light ?,SPT
You 're gon na put it in that pocket ?,SPT
Yeah mommy 's gon na put that in the pocket .,SPT
I ca n't believe it .,SPT
You ca n't believe it ?,SPT
I want some pizza !,SPT
I 'll share your pizza with Timmy over here .,SPT
After you draw on here it 's gon na make it purple .,SPT
But you had three pizzas already and he 's only had one .,SPT
Yeah but if we draw on there then we ca n't wash it off too well .,SPT
Oh yeah I was gon na say he 's got a beard .,SPT
It does n't have lights .,SPT
I already have pizza .,SPT
You drawing daddy 's beard ?,SPT
I do n't like apples .,SPT
I know mommy did n't mean to do that .,SPT
You do n't like apples ?,SPT
You really do n't have a line in your face .,SPT
I do n't like yogurt .,SPT
I made that .,SPT
It has a a feet .,SPT
All right are we gon na do another microphone for Emma ?,SPT
I can draw him on this paper .,SPT
I need some more !,SPT
I put this on paper .,SPT
What color Emma should we make ?,SPT
I think maybe you had so much ginger you 're falling over .,SPT
I would like some ginger !,SPT
She did something .,SPT
I should buy some more .,SPT
This I send you to say your name mommy .,SPT
Oh is it gon na say my name ?,SPT
Maybe the daddy can sit there and have a baby on his lap .,SPT
He goes t too .,SPT
Where did you write my name sweety pea ?,SPT
I got some I got some some more more more ginger .,SPT
You want another microphone for Emma ?,SPT
The baby is gon na slide down the do do do the slide !,SPT
And I I 'm gon na get more pizzas .,SPT
You push this .,SPT
I need them red for me .,SPT
And what else does she do ?,SPT
I got I got more pizza .,SPT
I got more pizzas .,SPT
You 're gon na turn into a pizza if you eat any more pizzas .,SPT
I 'm gon na get another color .,SPT
I 'm I 'm gon na eat some ginger .,SPT
You have so much pizza in your tummy .,SPT
We 're missing that piece .,SPT
Exactly what are you doing ?,SPT
No we 're missing that piece of the puzzle .,SPT
And you 're gon na show me other things .,SPT
My Mommy gon na show the toys to you .,SPT
And then I brought it to Janie 's .,SPT
You haf ta put those in .,SPT
I think put I put it right there .,SPT
I 'm making a big thing .,SPT
No they do say ribbit .,SPT
They say ribbit casta .,SPT
We need somebody to sit there .,SPT
And they how c can they not fit in there ?,SPT
I 'm gon na drop them .,SPT
The daddy is gon na sit there and he 's gon na hold the baby .,SPT
You could ride tractor .,SPT
You close it .,SPT
We should ride that .,SPT
I got your Barney Barney video !,SPT
I got ta build big rhinoceros .,SPT
Along came the caterpillar and then there were eight .,SPT
Along came a bird and then there were seven .,SPT
He 's gon na close his eyes .,SPT
Along came a grasshopper and then there were six .,SPT
Along came a bee and then there were five .,SPT
We can do it with these .,SPT
Along came a fish and then there were four .,SPT
Along came a turtle and then there were three .,SPT
I 'm throwing these up in the air !,SPT
Along came a duck and then there were two .,SPT
We see them .,SPT
You put it back in there and I 'm gon na squirt it .,SPT
You could knock them .,SPT
Along came a bowling pin and then there were nine .,SPT
Along came a daddy and then there were four .,SPT
I 'm gon na do it with my foot .,SPT
I 'm making soup .,SPT
I 'm making corn .,SPT
Now I need now I need these .,SPT
You haf ta put that down for a moment .,SPT
Or maybe we 'll haf ta get one of your horsies to jump over it .,SPT
You do it daddy .,SPT
I 'm having breakfast .,SPT
I 'm gon na give you a bed when you 're done .,SPT
You 're gon na give me what ?,SPT
Wool did you say ?,SPT
And do you have a sheep where you 're gon na get the wool from ?,SPT
I took that .,SPT
I need a sheep ta .,SPT
I know compared to that sheep 's size he 'd probably win the prize .,SPT
There 's a duckie that 's in there and close that .,SPT
The tractor scared him ?,SPT
It 's blowing all kinds of stuff .,SPT
He he 's gon na carry it over somewhere else so the tractor wo n't get him over here .,SPT
He he were watching you .,SPT
It 's hurting my eyes to look at that tractor .,SPT
They 're all one is going first see horsie .,SPT
I 'm just picking up someone .,SPT
I 'm picking up this this little girl so she does n't get scared of the lion .,SPT
Maybe if you do n't go any over any big bumps she wo n't fall out .,SPT
That was let me go past you horsie .,SPT
They 're they 're getting some .,SPT
Okay they 're getting some food ?,SPT
Where are they gon na put all that food by the way ?,SPT
I have some wool .,SPT
Wow you have a lot of wool .,SPT
You have a lot .,SPT
I 'm giving you a whole bunch but I have some more if you need some more .,SPT
I do n't know if I can carry any more than that .,SPT
Now we 'll haf ta figure out how to make it into a blanket this wool .,SPT
We 're gon na haf ta spin it into yarn I think .,SPT
I think someone has ta help you do that do that .,SPT
I 'm doing it with my paw .,SPT
Oh you 're doing it very well with your paws !,SPT
Now we 'll pull it tight and weave it into a blanket .,SPT
You need some ?,SPT
You need some more blanket too ?,SPT
But she 'd haf ta get the sheep back .,SPT
We need the sheep back ?,SPT
And this one 's no I want the chicken .,SPT
Well if we are gon na make a chicken blanket we do need some more wool .,SPT
I suppose you could wear it if it 's snowing outside .,SPT
I do n't need any help .,SPT
I have a lot more .,SPT
Well do n't you think we should get a pillow for the chicken as well ?,SPT
We have a blanket .,SPT
I think should get the baby horse to tell .,SPT
What kind of pillow do you want the chicken to have ?,SPT
So that means we you need some purple dye for the blanket do n't we ?,SPT
We got we got some purple dye .,SPT
That looks like does that look like nuclear Barney or talking Barney ?,SPT
You help the chicken talk .,SPT
I need a very thick one .,SPT
I 'm trying to do my yoga poses .,SPT
I 'm trying to get the tractor not that they scare you .,SPT
Oh that 's you 're trying to make the tractors not scare me ?,SPT
Yeah I 'm driving the tractor to there .,SPT
I 'll get another toy to talk .,SPT
Yeah you got a head start .,SPT
I fixed him .,SPT
I think we 're gon na race two of us .,SPT
I like the green .,SPT
We haf ta get someone else .,SPT
You wan na show your game ?,SPT
That my grandpa drawed that and grandpa drawed that .,SPT
He did did that and that .,SPT
And I drawed that .,SPT
I mixed the colors together .,SPT
Oh yeah right I knew that .,SPT
How come you have so many jingles in you ?,SPT
He does n't have one .,SPT
That we have two one for you and one for Avril .,SPT
Why is he peeing my water fountain my water trough ?,SPT
I want Avril to have Emma 's .,SPT
Oh could n't he find another place ?,SPT
You 're either peeing really slowly or you have an awful lot of water in you .,SPT
Mommy I wan na give the one that I haf ta her .,SPT
I want that game right there .,SPT
Grace did it for mom and me .,SPT
You want the Chinese checkers ?,SPT
But I want more some of them .,SPT
You want more games ?,SPT
Well we 'll need ta clean those games up before we get a new one out okay ?,SPT
I put it in there .,SPT
It only has one eye .,SPT
But I wan na clean these ones up and then get a new one .,SPT
We haf ta find all of the red ones first .,SPT
We put them in the red section .,SPT
You can fit them .,SPT
We put the blue one there .,SPT
We have all the blues .,SPT
Now we haf ta do the red .,SPT
We haf ta put them all in here .,SPT
You have that one .,SPT
I finish that one .,SPT
You can do the greens .,SPT
And I can do they the purples now .,SPT
Now I can do the purples .,SPT
They have a playground there .,SPT
We have all the purply and we have all the orange .,SPT
We have all the green and we have all the yellow .,SPT
I wan na put it on the top and this one can go here and this one can go right in here .,SPT
He sometimes grabs things .,SPT
All right let 's see .,SPT
I think I 'm gon na wear this there .,SPT
It has two long pants sleeves .,SPT
I 'll go pillow !,SPT
And where did you have the pillow fights ?,SPT
No I does n't wan na do that .,SPT
Actually you know what we should tell her ?,SPT
And then we we get them and then we put them in these holes .,SPT
And then we put these or these ones in there .,SPT
I just wan na do it Kalen .,SPT
I can get you haf ta sharpen your knife .,SPT
There 's they have a dog named Selbovitch .,SPT
I 'm gon na make a sun too with these .,SPT
You 're doing silly thing to me and I do n't wan na .,SPT
Well should I ask Avril ?,SPT
No I 'm gon na make it with these .,SPT
Okay I 'll ask Avril .,SPT
I want to make you to make a sun for Emma .,SPT
Well we can show we can show Jessica pictures later .,SPT
But do you remember what I told you I heard from Hans and Temerl about him ?,SPT
That they ca n't find him he 's run off .,SPT
He needs a nose !,SPT
And they use ta let him run quite a bit and use ta take him .,SPT
Yeah even though there 's no longer a baby in my tummy and my stomach has recovered from having a baby in my tummy it still might hurt .,SPT
Well where do I get it from ?,SPT
Well we were gon na go do something with grandma do you remember that ?,SPT
I think we can do that today .,SPT
We should open this for her .,SPT
Well I guess we should open it for her .,SPT
And we met Andrew there and Jamie and Helen and Wendel .,SPT
Yeah you can open your present .,SPT
Um and we got something that is in this room .,SPT
Oh it says Esprit and then something else .,SPT
Now should we open this ?,SPT
Should I I will open this .,SPT
You tell me my mommy .,SPT
We ca n't open this !,SPT
You get them out .,SPT
No I 'm carrying you up by eating by holding your hand .,SPT
You get them out daddy .,SPT
But you picked it out though .,SPT
You poke these out .,SPT
I really like that hand very much .,SPT
Um I do n't have teeth see ?,SPT
Maybe you 're gon na learn the German word for it huh ?,SPT
And what did you haf ta eat out of Andrew and Janie 's car ?,SPT
See we can learn German this way .,SPT
Yeah you 're matching them up are you ?,SPT
I have the peacock .,SPT
Punch these out and I also have mouse .,SPT
First say the word that I said .,SPT
And I 'll draw the sun .,SPT
You haf ta match them up .,SPT
And I guess you .,SPT
I think I like horses .,SPT
I 'll do my .,SPT
I 'll do that .,SPT
I have a little sand in my eyes here .,SPT
You know just sit down and get sand building .,SPT
You have another mouse in there ?,SPT
Oh you mean you have the jellyfish .,SPT
I met him before h before his wife um in nineteen eighty six .,SPT
I have a cold .,SPT
You tell her that I have a cold .,SPT
I got the word off .,SPT
I think we will haf ta use the door with .,SPT
We 'll haf ta glue it on wo n't we or tape it on at least .,SPT
Maybe if we use some water on the sand it will get more easy to build huh ?,SPT
You wan na tape it on right now ?,SPT
Uh well people come to our door and we give trick or treats .,SPT
Look I have a big nose .,SPT
Oh my gosh you do have a big nose hm .,SPT
Daddy can I get some tape some tape out of your place ?,SPT
I wonder what the double I wonder what the double l does .,SPT
Okay let 's get some I think the tape 's up here honey .,SPT
And I have a big beak .,SPT
I have a little mouth .,SPT
Yeah but you haf ta find the matching one .,SPT
She has a little mouth .,SPT
Jessica did it daddy !,SPT
I 'm I 'm gon na go get those !,SPT
We need ta find a horse .,SPT
You need ta tape it back on this .,SPT
You can do the rest .,SPT
I have one more here .,SPT
I never knew we 'd get to do that in Toronto .,SPT
You have a hand here .,SPT
I saw one !,SPT
They translated the directions to English okay .,SPT
You haf ta play with as many different colors as you have players .,SPT
I got him .,SPT
She 's having trouble here .,SPT
Did you get him ah !,SPT
I think the chair and the desk .,SPT
All right we 'll save this .,SPT
We can do three players on this .,SPT
I wonder what could we get ?,SPT
I do n't know what dinosaurs eat though .,SPT
We have a Pooh book we have a Pooh book in German actually .,SPT
We have Pooh .,SPT
And I can almost understand all of it .,SPT
I found a very not heavy one .,SPT
I can probably open this by myself with can you open this for me ?,SPT
Avi found it .,SPT
I will open this .,SPT
Oh you 're gon na get scissors okay .,SPT
Yeah I will get them .,SPT
Look Emma Mark drew this for you .,SPT
When you get all sandy in the sandbox you can go wash yourself off in the swimming pool .,SPT
Yeah I see him .,SPT
I have n't seen the dog before .,SPT
Momma is gon na get in the car and drive to Tops and get some food and buy the food .,SPT
I 'm driving my car .,SPT
Scar what were you doing in there ?,SPT
Scar what have you been doing all day in there ?,SPT
And then I sometimes I throw him a ball .,SPT
Yeah and he goes and when he runs and gets it .,SPT
He just r runned and gave it to me .,SPT
I see Zazu !,SPT
I got all the food and I paid for it .,SPT
How much did it cost ?,SPT
I did n't see a dog .,SPT
Now what food did you buy again ?,SPT
I knew we had hyenas .,SPT
Well he said he likes the lion kingdom .,SPT
I got red !,SPT
That I think I have .,SPT
He scares them away really ?,SPT
So I should have that one .,SPT
Someone 's coming from a long way away I can tell that .,SPT
Uhoh I just knocked it over .,SPT
Let 's see here 's one .,SPT
My tail helps me fly .,SPT
It helps me fly .,SPT
Because it has dead fish .,SPT
But Clifford did it !,SPT
Clifford rescued him ?,SPT
Casadaga does n't have any bad fish .,SPT
I 'm gon na play with my friend the killer whale in the pool .,SPT
So what have you been doing today froggy ?,SPT
Now let 's see now we need ta now I need ta draw again .,SPT
We need a yellow .,SPT
Someone 's coming to join us frog .,SPT
I 'm gon na come downstairs when I get Nu the Barneys .,SPT
Okay you 're gon na bring the Barneys downstairs .,SPT
There 's a fish and we we need some different colors .,SPT
You can just slide it into more water .,SPT
My daddy 's gon na have a birthday soon .,SPT
Hynenas are gon na eat you .,SPT
I saw I saw some mad hynenas and friendly hynenas .,SPT
I 'll let you in .,SPT
They have sparkly hair and sparkly fur ?,SPT
Where did they get the sparkles anyway ?,SPT
Mm hm sometimes he he takes something from me and I cry .,SPT
I hear to them that they got it from the Salvation Army .,SPT
You heard they got it from the Salvation the sparkles ?,SPT
All right I 'll go to the Salvation Army and see if they have more sparkles there .,SPT
When he gets the measuring tape and then mommy takes it away from me and then I get happy again .,SPT
Now I haf ta get get him .,SPT
We 're going a trip to the lion kingdom .,SPT
I already know those games .,SPT
Oh what do you think Nuclear ?,SPT
He said that he wants to come down and see us .,SPT
But I do n't want this one .,SPT
I just want you to see what it look like .,SPT
First March I 'll have a a weekend that I do n't have anything scheduled really .,SPT
You found him !,SPT
Oh yeah you 're making an E okay .,SPT
I like the name Heidi .,SPT
You gon na make Heidi ?,SPT
You make the D ?,SPT
And she even bringed a slide !,SPT
Oh you 're giving me the tough one .,SPT
We have one of these too .,SPT
Heidi do you know what make the E sound in Heidi ?,SPT
And I have one thing that you have n't seen .,SPT
Not yet you have n't started it yet ?,SPT
Oh I do n't really eat hyenas and wildebeest too much but I suppose I could make an exception for your picnic .,SPT
Okay you wan na hold that ?,SPT
We we have one of these .,SPT
I just haf ta eat a lot of them .,SPT
Jessica did n't bring this .,SPT
I wo n't eat you either .,SPT
Well I suppose I 'll just have a taste then .,SPT
Kinda makes you choke does n't it ?,SPT
Can you you can make flowers even with these .,SPT
No she bringed all these aminals but she did n't bring this .,SPT
We have these .,SPT
We do n't have twin g girls but we have one of these .,SPT
You can make a honey comb too with all .,SPT
And we have twin farmers .,SPT
I do n't think I 've ever seen that .,SPT
We have one of these .,SPT
You can have the I get I 'm gon na have the horsies .,SPT
I know what .,SPT
Yeah you can have the twin cows and sheep .,SPT
And I can have the horsies .,SPT
Yeah you can have the chickens too .,SPT
We have chickens .,SPT
And we even have roosters .,SPT
You can have the farmers .,SPT
Those you can have those .,SPT
And I 'm gon na have this dog .,SPT
A dandelion only has yellow .,SPT
We can make some more stuff too .,SPT
I 'm gon na make something with the white things .,SPT
Jessica only bringed two of these .,SPT
I 'm gon na make a lot of white ones .,SPT
I think you were telling me that yesterday .,SPT
She use ta bring one of everything .,SPT
She did bring the cat .,SPT
You have a .,SPT
I 'm making a flower .,SPT
She brought so many toys !,SPT
Maybe you could make something .,SPT
Maybe you could make a lion .,SPT
I ca n't find it .,SPT
I wan na clean them up .,SPT
I want that .,SPT
And Emma took that this Summer and last Summer .,SPT
I 'm having trouble with Avril .,SPT
I do n't know I 've actually seen a head stand out of you though .,SPT
I 'll keep away the monster !,SPT
Ah you can have the horse and this doggie .,SPT
You can have this and here 's the car .,SPT
I 'll have the horsie .,SPT
You can have the horsie .,SPT
I 'll get you you big dog !,SPT
I have n't seen you do warrior pose for a while either .,SPT
I have something for you .,SPT
I 'm just going to get something .,SPT
I wan na I wan na show you something .,SPT
You can have the dad .,SPT
Because you were eating aminals .,SPT
I thought you were going to eat us .,SPT
We were making chocolate chip cookies .,SPT
I like to eat muffins .,SPT
We did n't make them yet silly .,SPT
I 'm gon na make muffins .,SPT
Why do n't you tell Lauren what you did yesterday .,SPT
I 'll give you some water if you tell Lauren what we did yesterday .,SPT
Now what should we do ?,SPT
You stop it .,SPT
I wan na have a puppy 's birthday party again .,SPT
You said daddy .,SPT
I want popcorn .,SPT
You ca n't eat daddy though .,SPT
Sometimes Dalmatians have those spots .,SPT
We 're gon na have they 're gon na have the parade in the house .,SPT
Yeah maybe you could get balloons and party favors .,SPT
You do n't remember your party ?,SPT
I do n't believe you for one minute .,SPT
You remember daddy ?,SPT
This we got this .,SPT
But I do have that .,SPT
We 're only oh give me that !,SPT
You help him talk .,SPT
Stop it I 'm not telling you until I 'm done talking !,SPT
I only had a chocolate cake no yam frosting .,SPT
No I mean Rosie .,SPT
I 'm not ca calling her I 'm calling do you know the number who I 'm calling ?,SPT
I 'll tell you who I 'm calling .,SPT
We had yam frosting on bread .,SPT
Someone made kind of a sweet bread and mommy made the yam frosting for it ?,SPT
She was trying to call him .,SPT
Okay I remember that too .,SPT
You 're gon na haf ta have another ah another Halloween party this year you know ?,SPT
I can get the this !,SPT
We need a present for a puppy .,SPT
We need a bone .,SPT
He loves chocolate !,SPT
I 'll have chocolate .,SPT
Husband get four hundred chocolate bones .,SPT
I ordered them for you .,SPT
I 'm gon na play the yellow side .,SPT
Um I need the baby 's crying so I 'll rock her to sleep after you after I tell you .,SPT
And you guys can play the white side .,SPT
