sentence,category
Hi Fraser .,FRA
He 'll be right back .,FRA
Other finger .,FRA
That 's more fun .,FRA
After lunch .,FRA
Yeah Thursday .,FRA
On Thursday ?,FRA
Oh those are just things .,FRA
One dolly .,FRA
Here 's dolly 's shirt .,FRA
Dolly shirt .,FRA
You 're noisy .,FRA
Grape juice .,FRA
Yes grape juice .,FRA
Well just a moment .,FRA
Tower big tower .,FRA
Big tower .,FRA
Little tower ?,FRA
A reel .,FRA
Reel .,FRA
That my briefcase .,FRA
Nanny .,FRA
Your briefcase .,FRA
All ready .,FRA
My briefcase .,FRA
Your briefcase that ?,FRA
That Fraser hi Fraser .,FRA
That stool .,FRA
It a b c .,FRA
That my can .,FRA
Your can ?,FRA
Cathy crying .,FRA
That 's a girl .,FRA
Celery .,FRA
Just Eve .,FRA
Mammy .,FRA
Pencil under there .,FRA
That for me ?,FRA
That 's the broom .,FRA
The broom .,FRA
Coloring book .,FRA
Back now .,FRA
I 'll be right back Eve .,FRA
What 's that mess ?,FRA
That a green one .,FRA
Eve piece celery .,FRA
Is n't it good ?,FRA
Not on my nose .,FRA
On your stool ?,FRA
Where Cromer Fraser ?,FRA
You 're on my stool .,FRA
No he at Wednesday .,FRA
You on my stool .,FRA
He at school .,FRA
More that ?,FRA
It 's a pickle .,FRA
A pickle .,FRA
No more books Eve .,FRA
No books .,FRA
The other side 's clean .,FRA
Sure you can .,FRA
My name Poo Poo .,FRA
Oh your name 's not either Poo Poo .,FRA
What is that Eve ?,FRA
What is that Fraser ?,FRA
It 's c .,FRA
That c .,FRA
Spell cat .,FRA
That cat .,FRA
That 's not cat is it ?,FRA
What my need ?,FRA
A red c .,FRA
A green a .,FRA
That side .,FRA
Not that side .,FRA
That 's another word .,FRA
Lassie .,FRA
Coloring books .,FRA
D is in dog .,FRA
No d for dog .,FRA
And Fraser .,FRA
That 's a d .,FRA
What dear ?,FRA
Joanne .,FRA
Peter 's mommy .,FRA
Peter Mommy .,FRA
What 's the name of that soup ?,FRA
Cereal ?,FRA
That 's noodle soup .,FRA
Noodle soup ?,FRA
What is name ?,FRA
Two noodle soup ?,FRA
There are two different kinds of noodles in there yes .,FRA
Green bean .,FRA
Jelly beans .,FRA
That d e f .,FRA
Not green beans jelly beans .,FRA
Mom be right back .,FRA
My new coat .,FRA
Your new coat ?,FRA
Your new coat 's in the closet .,FRA
But that 's not Swiss cheese .,FRA
That 's not Swiss cheese .,FRA
That Swiss cheese .,FRA
Well it 's not Swiss cheese .,FRA
For me too .,FRA
No that 's for Papa .,FRA
This is for me .,FRA
It for me .,FRA
Hi Sarah .,FRA
That paper .,FRA
Hi baby .,FRA
For Pop .,FRA
For his lunch .,FRA
For he lunch .,FRA
A girl .,FRA
Vitamin time Eve .,FRA
Vitamin time .,FRA
Time girls .,FRA
Vitamin time girls .,FRA
Vitamin girls .,FRA
But Fraser .,FRA
Is n't that too bad .,FRA
Poor Fraser .,FRA
Mom what that ?,FRA
What 's that right there ?,FRA
Peas and sweet potatoes and dessert .,FRA
That carrot .,FRA
No that 's not carrots .,FRA
That 's sweet potatoes .,FRA
These are sweet potatoes .,FRA
And that green bean white .,FRA
That mine .,FRA
Page .,FRA
I sick .,FRA
Doll .,FRA
What 's wrong with you ?,FRA
He is .,FRA
Oh you 're getting tired Eve .,FRA
Not me .,FRA
Not Sarah .,FRA
Not Fraser either .,FRA
Nope just Eve .,FRA
That Mom .,FRA
No just your own self .,FRA
Not Fraser .,FRA
Not Papa .,FRA
Not Mom .,FRA
I full now .,FRA
Fraser too ?,FRA
This is my side .,FRA
Then it be full .,FRA
But not now .,FRA
Now it 's empty .,FRA
Yes you did indeed .,FRA
Many .,FRA
You be many .,FRA
I be many .,FRA
Hi Papa .,FRA
The crayons .,FRA
When my take a nap .,FRA
Fine then .,FRA
Three o'clock .,FRA
That new paper .,FRA
Where 's lady finger ?,FRA
Where man hand ?,FRA
Now Mom .,FRA
One two three two one two three two .,FRA
He a mustache .,FRA
One two three one two three one two three two .,FRA
Little man and the lady and the man .,FRA
It for Fraser .,FRA
One two three two ?,FRA
For he coffee .,FRA
That 's absolutely right .,FRA
What 's that Fraser ?,FRA
That 's my jacket .,FRA
Now Eve that 's Fraser 's .,FRA
Then some cream .,FRA
Eeofarm .,FRA
My abc .,FRA
And that Papa and that Mom .,FRA
Pudding ?,FRA
That part d f .,FRA
That 's f .,FRA
Cough .,FRA
Oh cracker .,FRA
A Papa .,FRA
Commydit quackquack chickchick commydit .,FRA
Commydit .,FRA
You 're being silly .,FRA
Fraser being silly .,FRA
You being silly .,FRA
Well hello Eve .,FRA
No read .,FRA
Can a .,FRA
Right down .,FRA
Girl on a swing .,FRA
The dog 's house ?,FRA
Me book .,FRA
No eye .,FRA
You color girl .,FRA
Garbage ?,FRA
Coffee grape juice .,FRA
Cup Racketyboom .,FRA
Grass .,FRA
It my grass there .,FRA
It red grass .,FRA
It green grass .,FRA
Empty garbage .,FRA
Gloria ?,FRA
Pottie .,FRA
A pillow .,FRA
Fire coffee .,FRA
Yep cracker .,FRA
Mommy cracker .,FRA
Cromer coffee .,FRA
Eve soup .,FRA
A Mommy soup .,FRA
A noodle .,FRA
Mom pumpkin .,FRA
Oh coffee .,FRA
Oh Fraser coffee .,FRA
From Granny .,FRA
From Nanny .,FRA
Is this mine ?,FRA
Oh grape juice .,FRA
Mommy tinker ?,FRA
Horsie gun .,FRA
Up hill .,FRA
Down hill more turn .,FRA
A nap .,FRA
Oh Fraser byebye .,FRA
There butterfly .,FRA
A cracker juice .,FRA
A taybit .,FRA
Eve dear .,FRA
A sugar .,FRA
More cracker .,FRA
Mommy celery ?,FRA
No celery .,FRA
On table .,FRA
Oh foot .,FRA
A lunch .,FRA
Mommy sandwich .,FRA
A milk .,FRA
That Mommy soup .,FRA
Mommy umbrella ?,FRA
Papa umbrella ?,FRA
Out the study .,FRA
Papa cracker .,FRA
Papa cookie happy .,FRA
Eve cracker .,FRA
Papa eggnog ?,FRA
New Brunswick .,FRA
She 's right here .,FRA
A finger .,FRA
I 'm right here .,FRA
This not better .,FRA
It not better .,FRA
It 's not better !,FRA
This one not better .,FRA
Where Becky ?,FRA
Where is Mama ?,FRA
Mama 's upstairs .,FRA
Where are you Sue ?,FRA
This not straight .,FRA
It 's not straight .,FRA
There some cream .,FRA
Yeah that 's very good .,FRA
This your pencil here .,FRA
Yes that one 's my one .,FRA
Are we .,FRA
Yep we are Fraser .,FRA
This other way .,FRA
But it 's not time for lunch yet .,FRA
Not now it 's not time .,FRA
Oh it would huh .,FRA
Chocolate would .,FRA
That some of Margaret Keller 's ?,FRA
No that 's not some of Margaret Keller 's .,FRA
That 's my kleenex .,FRA
Be quiet Becky .,FRA
Eve that 's enough .,FRA
All the live long day .,FRA
Someone 's in kitchen with Dinah .,FRA
Yes indeed I am .,FRA
All around the what ?,FRA
All around the block .,FRA
That 's a silly song .,FRA
Bick a bick back .,FRA
You 're a bickle bickle back .,FRA
There it is on the table by your glass .,FRA
Nope probably not .,FRA
That 's a good one lady .,FRA
Fraser big lady too .,FRA
Big lady ?,FRA
That be great .,FRA
I not how .,FRA
Not that end the other end .,FRA
That end ?,FRA
That 's more than one .,FRA
In just a little bit .,FRA
The next time it will be either Fraser or Gloria .,FRA
That 's right Gloria .,FRA
Instead of Fraser .,FRA
Well that 's either Gloria or the mover .,FRA
That 's a big lady .,FRA
That is a big lady .,FRA
Lady up here .,FRA
Up here on that page .,FRA
Guitar .,FRA
Papa guitar .,FRA
Is Sarah awake ?,FRA
Yes Sarah 's awake .,FRA
Where is our new house ?,FRA
New Brunswick is way up in Canada .,FRA
Not up in the air though .,FRA
On the ground .,FRA
The ground .,FRA
On the ground yeah .,FRA
Where is Canada ?,FRA
Canada .,FRA
Canada which inside New Brunswick .,FRA
New Brunswick 's inside of Canada .,FRA
No it 's not up in the air .,FRA
Yes that 's Grandpa and Granny .,FRA
Camp .,FRA
He 's camp .,FRA
Alright darling .,FRA
Egg in my pitcher .,FRA
The little one .,FRA
Milk egg salt .,FRA
Where New Brunswick ?,FRA
Croder is a boy .,FRA
Cooder .,FRA
Schroeder .,FRA
Are you boy ?,FRA
Are you a man ?,FRA
Was you man you boy .,FRA
Papa 's a boy .,FRA
He not a man .,FRA
He funny like a man .,FRA
He a boy .,FRA
Man he 's a boy .,FRA
My Daddy not a man .,FRA
You man .,FRA
Daddy boy .,FRA
You not a man .,FRA
No boy .,FRA
My Papa is .,FRA
Mama is n't boy he a girl .,FRA
I not boy .,FRA
You not boy .,FRA
You not a boy .,FRA
You boy .,FRA
You not a girl .,FRA
When you little you was a girl .,FRA
Yes you was too .,FRA
Yes you was .,FRA
I a boy but I not a girl .,FRA
That a new song .,FRA
Well it 's not hot now .,FRA
What 're you ?,FRA
Sure you are .,FRA
I was a boy .,FRA
Why Fraser 's silly is n't he ?,FRA
Who 's a boy ?,FRA
And what 's Sarah ?,FRA
He 's a girl .,FRA
Sarah 's a girl .,FRA
And what am I ?,FRA
And what 's Becky ?,FRA
Fraser you funny .,FRA
Tattah .,FRA
What kind of monkey was that ?,FRA
It was black one .,FRA
Black one .,FRA
That Daddy .,FRA
That yours in the table .,FRA
Here David .,FRA
That 's your mug .,FRA
When I big I a man .,FRA
No when you 're big you 're a lady .,FRA
When I big I am man !,FRA
No you 'll never be a man .,FRA
Yes I will be a man .,FRA
She is hungry .,FRA
Oh this is outside .,FRA
In the basement Sue .,FRA
Sandy .,FRA
At .,FRA
Ca n't you ?,FRA
What 's this ?,FRA
This is .,FRA
What is that ?,FRA
Down there .,FRA
Where is it ?,FRA
Oh my gosh .,FRA
Oh yeah .,FRA
All right .,FRA
Mm hm .,FRA
It 's not .,FRA
What is it ?,FRA
Oh okay .,FRA
She ca n't .,FRA
Oh no !,FRA
You 're right .,FRA
Oh cool .,FRA
In there .,FRA
A tractor .,FRA
Right here .,FRA
What 's in there ?,FRA
Hey Mom .,FRA
Under here .,FRA
Uh huh .,FRA
At the store .,FRA
You can .,FRA
A what ?,FRA
You 're welcome .,FRA
Where is he ?,FRA
What is this ?,FRA
This house ?,FRA
Right up here !,FRA
What else ?,FRA
Yeah yeah !,FRA
Is it alive ?,FRA
Right in there .,FRA
All right all right .,FRA
It is ?,FRA
What door ?,FRA
Right there ?,FRA
On there .,FRA
He is ?,FRA
He does n't ?,FRA
Who 's that ?,FRA
Oh great .,FRA
Oh good .,FRA
How about .,FRA
That 's it ?,FRA
Those are .,FRA
Oh that 's cool .,FRA
In here .,FRA
Who is that ?,FRA
You are ?,FRA
Oh I 'm sorry .,FRA
It was .,FRA
Where are you ?,FRA
That 's right .,FRA
That 's not good .,FRA
I will .,FRA
Who is this ?,FRA
Are you sure ?,FRA
What 's .,FRA
Is it ?,FRA
Here it is .,FRA
Oh you are .,FRA
I 'm .,FRA
No no .,FRA
You do n't ?,FRA
Where am I ?,FRA
That 's a little microphone .,FRA
Yes that 's what I was afraid of .,FRA
What part ?,FRA
Well the battery 's in there .,FRA
Was mommy uh fishing ?,FRA
No no no .,FRA
A dog .,FRA
What is this for ?,FRA
Is mommy .,FRA
Is mommy cooking ?,FRA
Yes you can .,FRA
Was is this morning ?,FRA
Was it yesterday ?,FRA
When was it ?,FRA
You 're a goofy .,FRA
A sticker .,FRA
On here .,FRA
Uh where 's the eyes ?,FRA
Where 's the eyes ?,FRA
Oh yeah they 're down there somewhere .,FRA
This Tingelleo .,FRA
Oh is this Tingelleo ?,FRA
No the bunny .,FRA
Yes I was .,FRA
Yes you were ?,FRA
Heidi 's .,FRA
That 's like a turtle sandbox is n't it ?,FRA
That 's a dog .,FRA
Does n't .,FRA
Somebody 's ?,FRA
It 's a cooking pot .,FRA
What 's my name ?,FRA
Arf arf .,FRA
Hm that 's a pretty short slide .,FRA
A island .,FRA
Dog bones ?,FRA
It 's an island really ?,FRA
Oh that is yummy pizza .,FRA
Oh what is this in there ?,FRA
Where 's doggie puppet ?,FRA
Where is doggie puppet ?,FRA
Are you ready ?,FRA
To the mud ?,FRA
The marble is .,FRA
Chicken nuggets .,FRA
We we .,FRA
The paintbrush ?,FRA
It 's it 's the .,FRA
The turtle ?,FRA
And these are the and .,FRA
To house .,FRA
Those the and those are the paints right there .,FRA
So where 's the restaurant honey ?,FRA
Where 's the restaurant sweet pea ?,FRA
We are ?,FRA
Yes that 's a very important monkey .,FRA
What about the monkey ?,FRA
Present from my mom ?,FRA
How about some beans ?,FRA
To his house .,FRA
Some pizza .,FRA
That was a splash is n't it ?,FRA
Alright is that the oven ?,FRA
That 's a spider there .,FRA
Well those is that one of the eyes right there ?,FRA
Yeah mm hm yep .,FRA
Chipper chopper .,FRA
Where 's the spider now ?,FRA
Chipper chopper chipper chopper .,FRA
Those the big eyes right ?,FRA
What is in that bag ?,FRA
Alright one for you and one for you over here .,FRA
Under there ?,FRA
What 's in that .,FRA
Is that the red one ?,FRA
And for me too .,FRA
This is that on ?,FRA
Yeah for me .,FRA
Yeah that 's on .,FRA
Are you hungry ?,FRA
No I 'm not hungry actually .,FRA
I 'm too full .,FRA
I 'm hungry .,FRA
If it if it 's kinda this rectangle like this is n't it ?,FRA
You are always hungry .,FRA
More pizza for me .,FRA
More pizza ?,FRA
But there 's more in there .,FRA
It 's on right ?,FRA
And a red one .,FRA
And then a red one ?,FRA
That 's my brush .,FRA
What is this too ?,FRA
Up onto my sweater .,FRA
It 's black .,FRA
Is there anything else in there ?,FRA
One more thing .,FRA
That 's not the black brush brush .,FRA
Um she 's backwards !,FRA
What is that sound ?,FRA
Yeah that 's nice .,FRA
This car is is funny !,FRA
And for the other two can be .,FRA
A microphone for you ?,FRA
And you .,FRA
How about apples with yogurt for dessert ?,FRA
With some really sharp teeth .,FRA
Oh yeah sharp teeth okay .,FRA
Another sharp tooth .,FRA
They are in the car .,FRA
You what sweet pea ?,FRA
Or is that just the top teeth and the bottom teeth there ?,FRA
Top teeth .,FRA
Alright just the whole apple okay .,FRA
Is it good ?,FRA
And here 's Franklin !,FRA
What is in there ?,FRA
Is that a slide ?,FRA
Orange how about an orange Emma ?,FRA
An Emma ?,FRA
And this the sand ?,FRA
Is that the turtle purtle purtle tur turtle ?,FRA
This is from Heidi .,FRA
That 's a turtle .,FRA
Are you orange ?,FRA
You 're kind of orange are n't you ?,FRA
You too ?,FRA
I 'm big than him .,FRA
Alright that 's the last of the ginger .,FRA
He 's inside the belly .,FRA
I 'm not little .,FRA
We 're all out of ginger .,FRA
How big ?,FRA
I 'm big .,FRA
How big are you ?,FRA
I 'm pretty big .,FRA
You 're pretty big ?,FRA
Are you as big as a car ?,FRA
This is a card .,FRA
A baby on his lap .,FRA
Where 's the spider ?,FRA
Oh this is a card ?,FRA
Are you there already ?,FRA
Now I am .,FRA
That was quick .,FRA
Heidi 's your friend huh ?,FRA
Green and red .,FRA
You are a pizza monger .,FRA
What is in the the turtle ?,FRA
Well it is kind of a rectangle is n't it ?,FRA
All right here 's Emma 's microphone over here .,FRA
A teddy .,FRA
Is he squishy ?,FRA
A rectangle .,FRA
A rectangle with a red light .,FRA
Not with the turtle .,FRA
Sea salt ?,FRA
That 's a ladybug bracelet .,FRA
Tee taa ?,FRA
Now red light be next .,FRA
Yes and they are on my bracelet now .,FRA
From our house .,FRA
A black cord .,FRA
It dark !,FRA
Ribbit ribbit .,FRA
That and the plane .,FRA
A tower .,FRA
A thing ?,FRA
Except except this guy .,FRA
Now I 'm at the library !,FRA
Hee hee .,FRA
A bicycle .,FRA
How is there two two ones ?,FRA
And there two ?,FRA
And this is .,FRA
Is there a one for I ?,FRA
A bus .,FRA
Is that the old one ?,FRA
What is inside that turtle ?,FRA
Is that a turtle sandbox ?,FRA
You 're too big .,FRA
Where 's my toast ?,FRA
A Barney video for me .,FRA
I can .,FRA
This would .,FRA
It 's right behind the the Blue 's Clues one .,FRA
A big rhinotta rhinoceros !,FRA
Nine little ladybugs .,FRA
The two on the .,FRA
Is that a xylophone ?,FRA
Right next to a the skateboard .,FRA
That purple blue green .,FRA
A bird .,FRA
Is that green ?,FRA
Maybe they 're not they 're not in that one .,FRA
Is that yellow ?,FRA
From all that pizza .,FRA
Is that orange ?,FRA
Is that red ?,FRA
Six little ladybugs .,FRA
What is this number ?,FRA
I 'm not tired .,FRA
Is that a blue thing ?,FRA
Where where are you ?,FRA
A grass .,FRA
A dew .,FRA
Is that the ketchup ?,FRA
It is the ketchup ?,FRA
In the oven .,FRA
The oven .,FRA
Down here what is in that oven ?,FRA
Car soup !,FRA
Maybe a fox .,FRA
It 's very hot ?,FRA
Are you .,FRA
Mm hm okay .,FRA
And what ?,FRA
Stickers all over the rug .,FRA
What 's this for ?,FRA
What is that for .,FRA
A bed ?,FRA
Here sheep .,FRA
Are there sheep in here ?,FRA
No this is a big one .,FRA
Yeah and this is the daddy .,FRA
I 'm I 'm a yoga pose horse .,FRA
You 're a yoga pose horse ?,FRA
What kind what kind of yoga pose is that ?,FRA
Oh that 's better .,FRA
The horsie was scared because it .,FRA
Why was he scared ?,FRA
Is it a noisy tractor ?,FRA
What baby ?,FRA
It 's not loud it 's soft .,FRA
It 's okay little horsie .,FRA
That is a nice lobster .,FRA
Anybody else ?,FRA
Hey cow .,FRA
Good morning Emma .,FRA
Good morning little horsie .,FRA
Oh no I 'm scared of that tractor !,FRA
That one is is not scary .,FRA
It 's not that loud .,FRA
It 's not only loud but it 's bright orange and yellow .,FRA
It 's away away .,FRA
Wow that 's a lot of tractors .,FRA
To whose house ?,FRA
The horsie 's house .,FRA
And which store would that be ?,FRA
The grocery store ?,FRA
Um some horsie food some cat food .,FRA
Some horsie food and cat food ?,FRA
Oh yeah what about this little girl here ?,FRA
Right right with the dog and the sheep and the chicken no the rooster 's in there .,FRA
Here 's a brush .,FRA
All right there .,FRA
That 's enough .,FRA
Okay that 's perfect .,FRA
A blanket .,FRA
A blanket that 's a good idea !,FRA
A blanket for the new baby ?,FRA
No for the cow .,FRA
Oh wonderful .,FRA
And then .,FRA
Here 's my spinning wheel .,FRA
That 's not my wool blanket .,FRA
This is spos ta be for the cow .,FRA
What chicken ?,FRA
The rooster 's the boy chicken .,FRA
That is enough .,FRA
That 's ple that 's plenty for a chicken blanket .,FRA
Okay uh a Barney blanket .,FRA
A Barney blanket ?,FRA
Oh that 's good .,FRA
Is it soft ?,FRA
Haf ta .,FRA
They are a little scary because they 're so loud and bright .,FRA
And this one is very big and that 's also scary .,FRA
You 're big .,FRA
If I were bigger than this tractor .,FRA
If I were as big as you I might not be so scared .,FRA
I I 'm not scared .,FRA
I 'm the driver !,FRA
I 'm not as fast as you .,FRA
I 'm still a little horse .,FRA
Are we there yet ?,FRA
Not yet .,FRA
Wow this is hard ground over here .,FRA
I 'm the fastest .,FRA
You 're very big .,FRA
Maybe that 's why you 're so fast .,FRA
I 'm here .,FRA
Another toy ?,FRA
I 'm the fastest guys .,FRA
I 'm the one and I 'm the two and I 'm the three one .,FRA
Wow how many are are there ?,FRA
Is that Gonzo ?,FRA
No it 's somebody else .,FRA
It 's somebody else .,FRA
Who is he ?,FRA
One not yet .,FRA
I 'm ready .,FRA
This side ?,FRA
Green is n't that water that the green is the icky icky bicky water .,FRA
That is the clean water .,FRA
When I was two .,FRA
Hey duck !,FRA
No you are n't the duck you are the fish .,FRA
Oh that 's right sorry .,FRA
You 're not a duck .,FRA
Oh what am I ?,FRA
Who am I ?,FRA
A person .,FRA
Oh I am a person .,FRA
That 's the cool part is n't it ?,FRA
What am I ?,FRA
A horsie ?,FRA
I certainly am not a duck .,FRA
You 're a sheep .,FRA
I certainly am .,FRA
In front of the fish ?,FRA
I 'm a bath toy .,FRA
Maybe that 's how the way I am .,FRA
Oh careful .,FRA
That 's just the way you are ?,FRA
No a doggie .,FRA
The race yep .,FRA
Is there something else in there ?,FRA
Another piece of fence .,FRA
That 's dad 's .,FRA
Now which one is this ?,FRA
That 's not water that 's the water fountain .,FRA
That 's mom 's .,FRA
Emma 's ?,FRA
The water fountain ?,FRA
Everyone 's .,FRA
The one in in the kitchen .,FRA
Yeah that 's fine hon .,FRA
It was me !,FRA
No she no she not .,FRA
Be gentle !,FRA
Is n't there two ones ?,FRA
Oh my heavens .,FRA
There 's just the Chinese checkers .,FRA
Is that the kitty puppet ?,FRA
It 's not the kitty puppet it 's a bear thing .,FRA
Oh it 's the bear puppet I 'm sorry .,FRA
With Grace ?,FRA
No daddy was n't there .,FRA
Mom was there .,FRA
No not Avril !,FRA
And then the purples in the purples .,FRA
And then the orange in the orange and then the green in the green .,FRA
She 's small ?,FRA
The yellows in the yellows .,FRA
Those are pumpkin seeds .,FRA
The reds in the red yellows and the blues in the blues and the yellows in the yellows and the green in the green and the the orange into and the purple in here and the reds in there .,FRA
One two .,FRA
Three four four five .,FRA
And this is a bat .,FRA
This is a butterfly and this is a monster .,FRA
A monster .,FRA
Two bats .,FRA
Bunny slippers .,FRA
Yes the pumpkin shirt .,FRA
And Wendel .,FRA
Just me .,FRA
Are you sick ?,FRA
Halloween party .,FRA
And the blues and the reds and the orange .,FRA
Seamus is my friend .,FRA
And Hillary .,FRA
Mommy what is this one for now ?,FRA
Is that a purple one ?,FRA
A dress there .,FRA
And another word .,FRA
Short sleeves ?,FRA
In upstairs on the bed .,FRA
On the bed ?,FRA
When was Grandma here ?,FRA
Sparkly things .,FRA
How how long ago was she here ?,FRA
Was she was she here a long time ago ?,FRA
Was she here yesterday ?,FRA
Was she here .,FRA
How long ago was yesterday ?,FRA
A short time .,FRA
Selbovitch yeah .,FRA
You 're such a good .,FRA
Here we are !,FRA
He is pretty big .,FRA
Yeah he 's big and black .,FRA
Big and black .,FRA
But he .,FRA
Yeah well maybe soon .,FRA
He 's big and black .,FRA
Hello Emma .,FRA
Who are you ?,FRA
Why gently ?,FRA
Those big fields .,FRA
A red nose .,FRA
I am .,FRA
Who 's this for ?,FRA
Is that where we .,FRA
No not today .,FRA
Where 's that marker ?,FRA
Here 's one .,FRA
Where did you that one ?,FRA
For Avril .,FRA
This is for Avril .,FRA
It was very cold .,FRA
No no it 's a d for daddy .,FRA
For Emma .,FRA
Color the d in .,FRA
Where 's my marker box mommy ?,FRA
This is my present !,FRA
Um well it 's that red box .,FRA
A shirt !,FRA
And it 's right in front of you .,FRA
What color is the colored dog ?,FRA
Right near the computer .,FRA
Uh what is this for ?,FRA
This for Avril .,FRA
Oh my gosh it 's a game !,FRA
Oh we certainly could .,FRA
My gosh .,FRA
Um to the playground .,FRA
I 'm out of breath !,FRA
We 're here ?,FRA
The yellow castle ?,FRA
To the pumpkin farm .,FRA
We 're there !,FRA
To the pumpkins .,FRA
So it 's like first reading .,FRA
With my mouth .,FRA
Oh all right .,FRA
That 's a head .,FRA
Graham crackers .,FRA
A head ?,FRA
Kamel is camel all right .,FRA
Here 's that .,FRA
Oh oh !,FRA
Here 's the peacock .,FRA
That 's great .,FRA
Wow that was fast !,FRA
Here 's a mouse .,FRA
Eeeh eeeh eeh eeh .,FRA
And my hair yeah .,FRA
Here 's the matching one for that one .,FRA
Here 's the matching one .,FRA
Silly thing .,FRA
And here 's one for the mouse .,FRA
Oh yeah flag is a good idea .,FRA
I 'm cold .,FRA
A rock maybe ?,FRA
Your mouth again .,FRA
Two eyes .,FRA
All right this is .,FRA
For the mouse ?,FRA
Me too .,FRA
I 'm the big one !,FRA
You 're the little one .,FRA
Um here 's the tape and here 's this .,FRA
It 's very wide is n't it ?,FRA
A long one here .,FRA
Not the big sister .,FRA
And a very long one here .,FRA
This is your nose .,FRA
Ah a mouth .,FRA
In the house .,FRA
A mouth .,FRA
Where are the bat things ?,FRA
Yep we 're here .,FRA
Because then I wo n't be so tired .,FRA
All these are mine !,FRA
No it 's here .,FRA
Oh fine .,FRA
Daddy a letter .,FRA
No these are mine .,FRA
How about that museum ?,FRA
Here 's the bat wings .,FRA
And a long hair .,FRA
It 's right up here .,FRA
Well they 're mine .,FRA
Daddy no another one .,FRA
No one ?,FRA
Here 's some Daddy !,FRA
Oh very good .,FRA
Oh okay great .,FRA
Where 's this ?,FRA
Where 's the matching one with this ?,FRA
Um the matching frog ?,FRA
Oh it was alive .,FRA
How nice .,FRA
No that 's the teacher .,FRA
Three people ?,FRA
Mm hm yeah that 's right .,FRA
No we 're three .,FRA
Oh we are three .,FRA
Maybe we should just kinda .,FRA
All right this is great .,FRA
This is really great .,FRA
That 's kind of fun is n't it .,FRA
Or Ernie sauce .,FRA
Here 's a card .,FRA
What about antelope ?,FRA
Strawberries grapes and lettuce !,FRA
All right missy .,FRA
Here 's your card .,FRA
Now is that for the picnic ?,FRA
Here here .,FRA
The lion kingdom !,FRA
Here 's card for you .,FRA
All right we 'll be right back with some antelope .,FRA
Here 's your dice .,FRA
That is paper silly .,FRA
Here 's you .,FRA
Grapes and lettuce .,FRA
This is the daddy too .,FRA
Maybe a fingernail .,FRA
Oh no here .,FRA
Who Mark ?,FRA
This is the sandbox .,FRA
And here 's the slide .,FRA
Okay all right .,FRA
No it was Scar in there not not .,FRA
Scar was in there ?,FRA
Not Mufasa .,FRA
All right okay all right .,FRA
Oh that that 's someone else .,FRA
We 're particularly interested in the bird life in the lion kingdom .,FRA
All of them .,FRA
It was enough money !,FRA
Is there a doggie here ?,FRA
And then there was Hans Timara .,FRA
Twenty dollars .,FRA
Grapes and lettuce and strawberries .,FRA
What about all of the lions and all the tigers ?,FRA
Hey you !,FRA
A heart .,FRA
Da tadah !,FRA
Yeah a heart .,FRA
That big horse !,FRA
Hey you babe .,FRA
I 'm a pony .,FRA
I 'm from new Christmas .,FRA
Here 's all reds .,FRA
I 'm huge are n't I ?,FRA
Here 's a red heart .,FRA
What about Hendel ?,FRA
My tail .,FRA
Is he here too ?,FRA
No he ca n't .,FRA
Him he 's too young .,FRA
Yeah right here .,FRA
On the blueish fish .,FRA
He 's down there .,FRA
He 's older .,FRA
But here 's .,FRA
It 's too little .,FRA
Good thing Clifford .,FRA
It 's your birthday ?,FRA
That was fun .,FRA
Dead fish .,FRA
But me Simba .,FRA
Ten years ?,FRA
How old are you frog ?,FRA
I could ?,FRA
Um twenty .,FRA
Oh that 's a big part of the Lion King .,FRA
And my dog 's swimming .,FRA
Frogs are jumper bunnies .,FRA
Have you been in in the water ?,FRA
All the Barneys .,FRA
This is the daddy .,FRA
I 'm big sister .,FRA
I 'm the daddy ?,FRA
These colors .,FRA
Nuclear Barney .,FRA
I 'm not a puppet .,FRA
My mouth does n't .,FRA
Now I 'm tired .,FRA
Probably on Saturday .,FRA
Max in the car too .,FRA
All ready !,FRA
What what ?,FRA
No not me .,FRA
Dog Max !,FRA
Maybe they 're friendly hyenas .,FRA
Seamus and Krissy 's .,FRA
That 'll be easy .,FRA
They 're a friend of ours .,FRA
Wow that 's fun .,FRA
That will be safe .,FRA
We 're at the lion kingdom .,FRA
He was n't .,FRA
Silly Max doggie !,FRA
No it was Emma .,FRA
This is our our um he 's Brown right here .,FRA
Oh it was Emma .,FRA
Is that a bee ?,FRA
Yeah that 's probably a better place .,FRA
Oh it 's a butterfly right .,FRA
You could be an honorary Barney .,FRA
Yeah it is darker than ours but .,FRA
And a A ?,FRA
And a C B ?,FRA
Ah it 's a dinosaur ah !,FRA
Ah what ?,FRA
An E is next .,FRA
Who 's friendly ?,FRA
Then a small E .,FRA
Now what daddy ?,FRA
Oh oh my heavens oh that 's that 's a relief okay .,FRA
A farmhouse and aminals .,FRA
And then D .,FRA
Okay I 'm convinced that you 're friendly .,FRA
You 're pretty nice .,FRA
How 's that for a D ?,FRA
Nuclear 's friendly too ?,FRA
How young are you Simba or how old are you ?,FRA
Oops careful of Avril .,FRA
Oh that 's the big sister yeah right okay .,FRA
Another I .,FRA
Ah two Cliffords actually .,FRA
Oh raisin rice pie right ?,FRA
And one horsie .,FRA
Oh yeah how old are you ?,FRA
