sentence,category
He fell into the toilet .,SPI
He just went boom !,SPI
No it he just fell .,SPI
And when did that happen sweetie ?,SPI
And he fell into the toilet !,SPI
And when did he fall into the toilet ?,SPI
I suppose .,SPI
Oh we do okay .,SPI
I could n't remember !,SPI
To the house and he 's going to go along too .,SPI
It looks like it does n't necessary belong though does it ?,SPI
He fell in there ?,SPI
Oh there 's a picnic table .,SPI
We haf ta go in the truck .,SPI
That 's that puzzle we made remember ?,SPI
I 'm going in the tractor .,SPI
But where where are you gon na go ?,SPI
Oh is the the cooking pot driving too ?,SPI
You wan na come with me ?,SPI
No I 'm going to the mud .,SPI
No that tractor is going to go in the mud .,SPI
Oh the tractor 's going in the mud .,SPI
Oh I do n't wan na go in the mud I think I 'm gon na go to the post office actually .,SPI
Well I haf ta go to the turtle .,SPI
We 're gon na uh um restaurant restaurant .,SPI
We 're going to a restaurant guys wan na come ?,SPI
The monkey 's gon na stay in the truck when they go to the restaurant ?,SPI
He ca n't come because it 's muddy .,SPI
He haf ta go to his house .,SPI
Mm I know you did .,SPI
Where does he haf ta go ?,SPI
He haf ta go to monkey 's house .,SPI
That 's where the the paint and the water splash back at the paintbrush .,SPI
And these guys went to a monkey 's house .,SPI
And they do n't come .,SPI
They 're going to the monkey house ?,SPI
Oh it smells good !,SPI
They are going to the mommy 's house .,SPI
Oh did he walk away ?,SPI
You 're gon na draw in there ?,SPI
I suppose you could draw on that but I think you 're a goofy girl .,SPI
I 'm gon na draw on the yellow paper .,SPI
That look like red .,SPI
I do n't wan na share .,SPI
Red oh it looks like red .,SPI
I do n't think !,SPI
It does n't fit in !,SPI
She walks .,SPI
I wonder what he would talk about if he could talk .,SPI
I think that 's a fire truck or an ambulance .,SPI
This is supposed to go like this .,SPI
I think she 's gon na drive in the driver 's seat .,SPI
This one is gon na sit in the driver 's seat .,SPI
And this teddy is gon na sit in there .,SPI
Now teddy is going to sit back again .,SPI
And he 's gon na sit in the sand pile !,SPI
I did n't know but .,SPI
The baby is gon na go up there and then slide down there .,SPI
I think it 's a slide .,SPI
Oh he fell over again !,SPI
I think so .,SPI
And the teddy is gon na get in it .,SPI
I mean you 're you 're more orange than any any other of these colors I think .,SPI
There 's that little Emma right because you 're very much littler than the flying head .,SPI
This one goes to this like this one .,SPI
Oh he does n't fit .,SPI
He does n't fit there .,SPI
I do n't know where the spider went honey .,SPI
I thought he just kinda dried up .,SPI
He ran away .,SPI
I I wonder !,SPI
You tell mommy .,SPI
He 's gon na sit on his lap .,SPI
Oh they 're gon na slide down together ?,SPI
I thought they did .,SPI
I think that 's rectangle .,SPI
I can walk to drive to the land with the sea salt .,SPI
Where are you driving ?,SPI
I 'm going up behind you .,SPI
You 're going up behind me ?,SPI
Where did we go ?,SPI
You 're gon na show .,SPI
I think it is gon na stick there .,SPI
We fly in a plane to Germany .,SPI
A thing that look like someone .,SPI
It does n't stick .,SPI
Maybe Daddy can fit in here .,SPI
I think he could fit in here .,SPI
It jump .,SPI
I 'm gon na go in the car .,SPI
I 'm gon na go in the back .,SPI
I 'm gon na drive to the library with the tractor .,SPI
And the baby is the teddy gon na get in there ?,SPI
I wan na go in .,SPI
Turtle gon na go down the slide !,SPI
Go back and there 's room for you too !,SPI
That 's a t going by .,SPI
I should go to work .,SPI
I go in here .,SPI
I 'm still looking for him .,SPI
I should go home with my tractor .,SPI
There 's two reds !,SPI
I 'd like to go home .,SPI
I think it 's a grass .,SPI
There 's there 's too much people in here .,SPI
You come down here !,SPI
Where did one go ?,SPI
Where did it go ?,SPI
I 'm putting .,SPI
Um I do n't remember .,SPI
I 'm cooking .,SPI
This means they 're done .,SPI
I guess we 're gon na haf ta .,SPI
There 's popcorn and all kinds of stuff around here .,SPI
There 's all kinds of more stickers !,SPI
There 's a horsie !,SPI
I wan na give .,SPI
So I can sleep ?,SPI
A wool bed that sounds comfortable .,SPI
There 's a sheep .,SPI
You tell me .,SPI
You 're going out of the horsie 's house .,SPI
You just went out of your house .,SPI
The tractor goed out of your house .,SPI
You can ride on my lap .,SPI
Where are you guys gon na ride to ?,SPI
I 'm gon na ride on the mommy .,SPI
Come here cow there 's a lion .,SPI
There 's a lion ?,SPI
Think you are gon na go in here .,SPI
I 'm gon na ride on this tractor .,SPI
Here comes the tractor by your house !,SPI
They going to the house .,SPI
All right you may go past me .,SPI
I just goed past you .,SPI
You did go yeah .,SPI
Where are you going on your way past me ?,SPI
I 'm just going to a store .,SPI
They 're just over here and people so that someone can sit in here .,SPI
There 's a brush .,SPI
Bet someone else could help .,SPI
That 's what that 's what Emma said .,SPI
I 'm just going in and listening to and and you say .,SPI
Ah wait you look like a rooster to me .,SPI
Or if it gets very cold at night you might wan na sleep with it .,SPI
Oh yeah it 's pretty soft but you know I think it 's a little too thin for me .,SPI
Emma can you help ?,SPI
Yes I can help .,SPI
Oop what happened ?,SPI
Uh I think I do .,SPI
Maybe when I get older and bigger .,SPI
I need ta go away away in the tractor .,SPI
Where did the driver go ?,SPI
Oh hm I thought so .,SPI
And you can go too .,SPI
I can go I do n't know if I can keep up with you .,SPI
I 'm not telling you .,SPI
You can go .,SPI
You 're I 'm going slowly .,SPI
I think it 's right here .,SPI
That that trailer keeps falling off does n't it ?,SPI
I think we 're there !,SPI
I 'm just gon na get out and swim in water .,SPI
Yeah we do .,SPI
But I did n't know cats could swim .,SPI
They 're all gon na go in there .,SPI
But I ca n't swim I 'm a sheep !,SPI
Oh now that 's what we need .,SPI
I bet he 's the fastest swimmer .,SPI
And we can find out ?,SPI
All of us are gon na race .,SPI
And I 'm gon na race too !,SPI
Here we come !,SPI
How far are we gon na race to ?,SPI
I 'm gon na race too .,SPI
All right rooster how far are we gon na race ?,SPI
You haf ta go on this side of here .,SPI
Oh yeah I suppose .,SPI
All right we 'll stay in the clean water then .,SPI
But Ducky 's a fast swimmer too so she might win .,SPI
Yeah I think he it does .,SPI
I just went under the couch .,SPI
I suppose so .,SPI
I 'm swimming back to the race .,SPI
There 's some on the porch that have n't been carved yet .,SPI
There 's some on the porch !,SPI
Oh that 's nice water you put in there Emma .,SPI
He just has ta pee .,SPI
You think it 's funny do you ?,SPI
I think I 'm gon na go swimming .,SPI
You go swimming I pee .,SPI
Or maybe I maybe maybe I 'll go floating with that little noodle float with the horsie .,SPI
It 's she come to Janie 's house .,SPI
We pick out .,SPI
I did n't help .,SPI
I was drawing on it .,SPI
The purples go in this one .,SPI
This marble can go with it .,SPI
We can play with it with daddy and mommy and .,SPI
That one goes there .,SPI
Where does this one go ?,SPI
This one is supposed to go with the purple one .,SPI
It glows ?,SPI
We go there at Christmas .,SPI
I think I will go there for my fourth birthday party .,SPI
Seamus Seamus comes over to my house .,SPI
This one can go there and this one can go here and this one can go here .,SPI
Where this one go now ?,SPI
Maybe it haf ta go here .,SPI
No I know .,SPI
Mommy you tell .,SPI
You tell them to me and I 'll tell them to her .,SPI
Maybe it mommy thinks it 's for a birthday .,SPI
You ca n't draw on them .,SPI
I tell you ?,SPI
I want they 're in Germany .,SPI
Like how many how many going to beds how many sleeping and waking up is yesterday ?,SPI
Sometimes he jumps up !,SPI
Well how about this have we ever told Jessica how long ago Avril was born ?,SPI
I think he 's a medium size .,SPI
Well maybe when Avril 's not on my lap you can jump on my tummy gently .,SPI
Looks like presents and those look like presents .,SPI
You know you 're funny .,SPI
You look in your crayon and marker box sweet pea .,SPI
But mom you tell me .,SPI
Well but then the day that grandma left then we went on a little outing do you remember where we went ?,SPI
Uh it says for Avril .,SPI
It I 'm trying to think okay I 'll think of a hint .,SPI
And we went with daddy .,SPI
You you tell tell me .,SPI
We 're going somewhere .,SPI
Oh just a little bit sick I can go with you .,SPI
Mommy can come here .,SPI
I 'm not so sick I ca n't go .,SPI
So where did we go ?,SPI
You tell me mommy .,SPI
We we went to the pumpkin farm remember ?,SPI
I ca n't walk anymore !,SPI
There 's a lot .,SPI
Well I 'm wondering if there 's instructions here .,SPI
This goes here .,SPI
I was looking .,SPI
I 'm just wondering .,SPI
They give them .,SPI
They were coming off .,SPI
Oh yeah there we go .,SPI
All right where 's the mouse go ?,SPI
I think he 's hiding .,SPI
And I have how shall I that in here .,SPI
There 's a jellyfish .,SPI
There we go okay there 's a jellyfish .,SPI
I um think so .,SPI
I think the tape is up here .,SPI
Where did she go Ernie ?,SPI
You know I think we should pretend Toronto 's over here .,SPI
Here 's one we can start on .,SPI
I think we should go there .,SPI
There 's another one .,SPI
There 's a sandbox in the museum look !,SPI
Then we can dig for dinosaurs .,SPI
You can help ?,SPI
She 's given me .,SPI
We 're starting on the other one .,SPI
What did you .,SPI
There 's a writing so you play with the mask .,SPI
Oh well we better look for the flying dinosaurs .,SPI
I bet they 're the prettiest ones too .,SPI
But she ca n't play with my things stuff .,SPI
But she can play with this .,SPI
Yeah I think so .,SPI
This looks like a desk .,SPI
There 's only you can use on this one one two three .,SPI
He flew the other way .,SPI
Oh here I 'll give um .,SPI
All right you play with the teacher now .,SPI
Simba is sitting down at the picnic table .,SPI
Oh there 's a die .,SPI
They they can eat .,SPI
At the table Simba eating too .,SPI
Oh and ya know wait a minute there 's another thing .,SPI
This dog is gon na crawl along the floor the floor and this dog is gon na stand up .,SPI
There 's pictures .,SPI
No this dog is gon na hide in there .,SPI
He really gets around does n't he ?,SPI
I think he 's going to jail going to jail .,SPI
Oh and there 's the dog okay .,SPI
And mom and momma is gon na .,SPI
He got out .,SPI
Now I 'm gon na sit down .,SPI
We haf ta go far .,SPI
Scar 's peeing all over !,SPI
The doggie does okay .,SPI
Because he scares away them .,SPI
You know who is coming right now ?,SPI
He woofs at them .,SPI
I know I know .,SPI
Okay but you know who 's coming from it ?,SPI
He 's gon na get eaten by hyenas .,SPI
But now I he can fly .,SPI
Oh did he get older or did he yeah ?,SPI
All right you go Bert .,SPI
Right now I 'm playing in the sand .,SPI
I 'll watch from here okay ?,SPI
You get in .,SPI
Now I haf ta put .,SPI
Clifford leaps to a rescue !,SPI
No you you 're too big to stay in the sandbox .,SPI
I 'm gon na get inside of it too .,SPI
Now I 'm gon na go in the pool and now you can play in the sandbox .,SPI
Sometimes we go to Casadaga .,SPI
You can play with that too that 's pretty cool .,SPI
And here 's a slide if you wan na play on the slide too .,SPI
Wow I did n't know either .,SPI
We go to swim there .,SPI
My dog is swimming .,SPI
I can jump .,SPI
Yeah you you certainly can jump .,SPI
Yeah frogs live in water .,SPI
It goes here here .,SPI
I a moon and we need a yellow outside and yellow there .,SPI
First I need .,SPI
Yeah he can swim in the water too .,SPI
Yeah I 'm gon na come downstairs in a m a minute .,SPI
Now I 'm gon na .,SPI
Now I 'm gon na slide like this .,SPI
Now would you like to slide into a sandbox ?,SPI
But we still can talk .,SPI
My mouth opens .,SPI
I can hop .,SPI
Yeah my dog Max is gon na come too .,SPI
We can hop to Toronto .,SPI
He 'll come .,SPI
I wan na go I wan na go !,SPI
You you can come you 're just right stuffed animal dog .,SPI
You keep fall off the roof Max !,SPI
They have .,SPI
Yeah you can come .,SPI
Someone 's standing on me .,SPI
I wan na come too .,SPI
Wait the door 's coming open help !,SPI
Finally I tug on a measuring tape and he tugs on one and then I get mad at him .,SPI
I feel very unsafe .,SPI
But you ca n't swim in the pool .,SPI
Why why ca n't I swim there ?,SPI
Oh that sounds like fun .,SPI
Maybe that 's why he 's hiding from us .,SPI
I 'm gon na I 'm going on the roof then .,SPI
No I think he 's not .,SPI
Uh I do n't know .,SPI
Oh yeah well you just barely fit there ca n't you .,SPI
Say you 're pretty good at M 's though .,SPI
There 's another one oh !,SPI
I wan na know .,SPI
Well is there any food left at this picnic ?,SPI
But you taste so good .,SPI
You oh you have .,SPI
Oh the megablocks fell over .,SPI
You fell on me .,SPI
You can play with the sheep .,SPI
That 's the one you can use .,SPI
That the bee 's coming too .,SPI
Hey missy you just right in the middle of the pattern blocks did n't ya ?,SPI
Okay well it does look kind a like a honey comb .,SPI
I know that 's a little small for you mouth though baby .,SPI
We 're gon na go in the elevator .,SPI
The girls are gon na go in their pet dog is gon na go in and the .,SPI
There 's not enough room .,SPI
That looks like our barn except it 's newer .,SPI
I think she 's very surprised .,SPI
That 's Margret who 's living with us .,SPI
But not so many toys you brought .,SPI
We 're late to go on the ride !,SPI
That 's what I was thinking .,SPI
Get on my back and you hop in !,SPI
Climb up if you wan na go with him .,SPI
How about you show us .,SPI
We gotted .,SPI
I 'll show you .,SPI
Because there 's a monster !,SPI
I wan na play with the toys .,SPI
It 's because you 're mean .,SPI
That Shamis and me drawed on once .,SPI
I can jump from .,SPI
Mommy goes to work in the afternoon .,SPI
Daddy goes to work in the morning .,SPI
Stop you tell me .,SPI
After Daddy eats !,SPI
I 'm not gon na tell Lauren .,SPI
They could hang in the house .,SPI
I do remember .,SPI
He says ruff ruff do do !,SPI
I think you should get purple .,SPI
We were n't hiding .,SPI
That 's what he told me yesterday .,SPI
We 're not hiding !,SPI
The same birthday cake that daddy had on his birthday .,SPI
These horsies are hiding from the baby monster .,SPI
But I remember on Halloween .,SPI
Everyone hide in the farm !,SPI
Halloween 's coming up .,SPI
It 's coming soon ?,SPI
You looking for the magnetic board ?,SPI
No you 're looking for something else ?,SPI
Show us how it works .,SPI
We haf ta we haf ta get distracted .,SPI
I I do .,SPI
Yeah I du n no how to play either .,SPI
I would want I 'll I 'll look under my list .,SPI
You wan na come up and play too ?,SPI
And flowers matches with a dead flower .,SPI
This goes with this ?,SPI
They look like nails .,SPI
Candle goes with goes with goes with .,SPI
I think Mark can .,SPI
And it goes with the frog ?,SPI
Ship sinked .,SPI
They ca n't fit in .,SPI
I 'm gon na play with .,SPI
People can fit in .,SPI
People can fit in but not the tractor .,SPI
You know what these go with Emma ?,SPI
They go with scarf .,SPI
And this goes with shoes .,SPI
Walk I 'll walk with my leash on .,SPI
That you can have .,SPI
Wait there 's the baby sheep .,SPI
I would think the caterpillar should go with the butterfly should n't it ?,SPI
I think this flower goes with the pot right because the flower goes inside of the flower pot ?,SPI
Oh there 's stars .,SPI
Oh I see well there 's an idea all right .,SPI
I think they 're unrelated too .,SPI
Hard to talk with your mouth full is n't it ?,SPI
Can I try .,SPI
Well we could try .,SPI
No she can play with it .,SPI
Before all the cooking has ta start ?,SPI
There you go .,SPI
I do n't know .,SPI
There it goes .,SPI
Where you going ?,SPI
I know .,SPI
I know I know .,SPI
Where 'd it go ?,SPI
Where did it go ?,SPI
I do n't want to .,SPI
I think .,SPI
This goes .,SPI
You think so ?,SPI
There 's one .,SPI
Here he comes !,SPI
It fits ?,SPI
There we go .,SPI
It broke .,SPI
Where 'd he go ?,SPI
I 'm gon na .,SPI
What does it look like .,SPI
I found .,SPI
Can you tell me .,SPI
Do you want .,SPI
It 's broken .,SPI
There 's a one .,SPI
What happen .,SPI
And I ca n't find .,SPI
I do n't want .,SPI
I see .,SPI
You know ?,SPI
I do .,SPI
Here you go .,SPI
That sound good ?,SPI
I du n no .,SPI
I did .,SPI
I guess not .,SPI
This hurts .,SPI
That 's what I think .,SPI
I guess .,SPI
I want .,SPI
Yeah I think so .,SPI
That looks good .,SPI
You 're gon na .,SPI
This goes here .,SPI
That one has .,SPI
You need .,SPI
I got .,SPI
We have .,SPI
You did ?,SPI
It 's falling .,SPI
Where 'd she go ?,SPI
You do .,SPI
I do n't wan na help .,SPI
Yes I did .,SPI
Where does this go ?,SPI
I think so .,SPI
It goes here .,SPI
I 'm not going anywhere .,SPI
It fell down .,SPI
There 's a baby .,SPI
I wan na make .,SPI
I 'll play with you .,SPI
