Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
little white van talking .,"little	_	_	_	_	_	3	amod	_	_
white	_	_	_	_	_	3	amod	_	_
van	_	_	_	_	_	4	nsubj	_	_
talking	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","little	_	_	_	_	_	3	amod	_	_
white	_	_	_	_	_	3	amod	_	_
van	_	_	_	_	_	0	root	_	_
talking	_	_	_	_	_	3	acl	_	_
.	_	_	_	_	_	3	punct	_	_","little	_	ADJ	JJ	_	_	3	amod	_	_
white	_	ADJ	JJ	_	_	3	amod	_	_
van	_	NOUN	NN	_	_	4	nsubj	_	_
talking	_	VERB	VBG	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
big birds coming out your hair .,"big	_	_	_	_	_	2	amod	_	_
birds	_	_	_	_	_	3	nsubj	_	_
coming	_	_	_	_	_	0	root	_	_
out	_	_	_	_	_	6	case	_	_
your	_	_	_	_	_	6	nmod:poss	_	_
hair	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	3	punct	_	_","big	_	_	_	_	_	2	amod	_	_
birds	_	_	_	_	_	0	root	_	_
coming	_	_	_	_	_	2	acl	_	_
out	_	_	_	_	_	6	case	_	_
your	_	_	_	_	_	6	nmod:poss	_	_
hair	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	2	punct	_	_","big	_	ADJ	JJ	_	_	2	amod	_	_
birds	_	NOUN	NNS	_	_	0	root	_	_
coming	_	VERB	VBG	_	_	2	acl	_	_
out	_	ADP	IN	_	_	6	case	_	_
your	_	PRON	PRP$	_	_	6	nmod:poss	_	_
hair	_	NOUN	NN	_	_	3	obl	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
there La La's ball .,"there	_	_	_	_	_	4	expl	_	_
La	_	_	_	_	_	4	nmod:poss	_	_
La's	_	_	_	_	_	2	flat	_	_
ball	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","there	_	_	_	_	_	4	expl	_	_
La	_	_	_	_	_	4	nmod:poss	_	_
La's	_	_	_	_	_	2	flat	_	_
ball	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","there	_	ADV	RB	_	_	0	root	_	_
La	_	PROPN	NNP	_	_	5	nmod:poss	_	_
La	_	PROPN	NNP	_	_	2	flat	_	_
's	_	PART	POS	_	_	2	case	_	_
ball	_	NOUN	NN	_	_	1	nsubj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
"Mummy , La La ball .","Mummy	_	_	_	_	_	5	vocative	_	_
,	_	_	_	_	_	5	punct	_	_
La	_	_	_	_	_	5	reparandum	_	_
La	_	_	_	_	_	3	flat	_	_
ball	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	5	punct	_	_","Mummy	_	_	_	_	_	0	root	_	_
,	_	_	_	_	_	5	punct	_	_
La	_	_	_	_	_	1	parataxis	_	_
La	_	_	_	_	_	3	flat	_	_
ball	_	_	_	_	_	1	appos	_	_
.	_	_	_	_	_	1	punct	_	_","Mummy	_	NOUN	NN	_	_	0	root	_	_
,	_	PUNCT	,	_	_	5	punct	_	_
La	_	PROPN	NNP	_	_	5	compound	_	_
La	_	PROPN	NNP	_	_	3	flat	_	_
ball	_	NOUN	NN	_	_	1	appos	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
and La La.,"and	_	_	_	_	_	2	cc	_	_
La	_	_	_	_	_	0	conj	_	_
La.	_	_	_	_	_	2	flat	_	_","and	_	_	_	_	_	2	cc	_	_
La	_	_	_	_	_	0	root	_	_
La.	_	_	_	_	_	2	flat	_	_","and	_	CCONJ	CC	_	_	2	cc	_	_
La	_	PROPN	NNP	_	_	0	root	_	_
La.	_	PROPN	NNP	_	_	2	flat	_	_"
and La La.,"and	_	_	_	_	_	2	cc	_	_
La	_	_	_	_	_	0	conj	_	_
La.	_	_	_	_	_	2	flat	_	_","and	_	_	_	_	_	2	cc	_	_
La	_	_	_	_	_	0	root	_	_
La.	_	_	_	_	_	2	flat	_	_","and	_	CCONJ	CC	_	_	2	cc	_	_
La	_	PROPN	NNP	_	_	0	root	_	_
La.	_	PROPN	NNP	_	_	2	flat	_	_"
a La La got lovely hair like you .,"a	_	_	_	_	_	3	reparandum	_	_
La	_	_	_	_	_	4	nsubj	_	_
La	_	_	_	_	_	4	nsubj	_	_
got	_	_	_	_	_	0	root	_	_
lovely	_	_	_	_	_	6	amod	_	_
hair	_	_	_	_	_	4	obj	_	_
like	_	_	_	_	_	8	case	_	_
you	_	_	_	_	_	6	nmod	_	_
.	_	_	_	_	_	4	punct	_	_","a	_	_	_	_	_	2	det	_	_
La	_	_	_	_	_	4	nsubj	_	_
La	_	_	_	_	_	2	flat	_	_
got	_	_	_	_	_	0	root	_	_
lovely	_	_	_	_	_	6	amod	_	_
hair	_	_	_	_	_	4	obj	_	_
like	_	_	_	_	_	8	case	_	_
you	_	_	_	_	_	4	obl	_	_
.	_	_	_	_	_	4	punct	_	_","a	_	DET	DT	_	_	2	det	_	_
La	_	PROPN	NNP	_	_	4	nsubj	_	_
La	_	PROPN	NNP	_	_	2	flat	_	_
got	_	VERB	VBD	_	_	0	root	_	_
lovely	_	ADJ	JJ	_	_	6	amod	_	_
hair	_	NOUN	NN	_	_	4	obj	_	_
like	_	ADP	IN	_	_	8	case	_	_
you	_	PRON	PRP	_	_	4	obl	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
powder powder .,"powder	_	_	_	_	_	0	root	_	_
powder	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","powder	_	_	_	_	_	2	compound	_	_
powder	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","powder	_	NOUN	NN	_	_	2	compound	_	_
powder	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
um um the kids get on the preschool .,"um	_	_	_	_	_	5	discourse	_	_
um	_	_	_	_	_	1	conj	_	_
the	_	_	_	_	_	4	det	_	_
kids	_	_	_	_	_	5	nsubj	_	_
get	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	8	case	_	_
the	_	_	_	_	_	8	det	_	_
preschool	_	_	_	_	_	5	obl	_	_
.	_	_	_	_	_	5	punct	_	_","um	_	_	_	_	_	5	discourse	_	_
um	_	_	_	_	_	5	discourse	_	_
the	_	_	_	_	_	4	det	_	_
kids	_	_	_	_	_	5	nsubj	_	_
get	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	8	case	_	_
the	_	_	_	_	_	8	det	_	_
preschool	_	_	_	_	_	5	obl	_	_
.	_	_	_	_	_	5	punct	_	_","um	_	INTJ	UH	_	_	5	discourse	_	_
um	_	INTJ	UH	_	_	5	discourse	_	_
the	_	DET	DT	_	_	4	det	_	_
kids	_	NOUN	NNS	_	_	5	nsubj	_	_
get	_	VERB	VBP	_	_	0	root	_	_
on	_	ADP	IN	_	_	8	case	_	_
the	_	DET	DT	_	_	8	det	_	_
preschool	_	NOUN	NN	_	_	5	obl	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
the boy going to get a band - aid .,"the	_	_	_	_	_	2	det	_	_
boy	_	_	_	_	_	3	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	5	mark	_	_
get	_	_	_	_	_	3	xcomp	_	_
a	_	_	_	_	_	9	det	_	_
band	_	_	_	_	_	9	compound	_	_
-	_	_	_	_	_	9	compound	_	_
aid	_	_	_	_	_	5	obj	_	_
.	_	_	_	_	_	3	punct	_	_","the	_	_	_	_	_	2	det	_	_
boy	_	_	_	_	_	3	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	5	mark	_	_
get	_	_	_	_	_	3	xcomp	_	_
a	_	_	_	_	_	9	det	_	_
band	_	_	_	_	_	9	compound	_	_
-	_	_	_	_	_	7	punct	_	_
aid	_	_	_	_	_	5	obj	_	_
.	_	_	_	_	_	3	punct	_	_","the	_	DET	DT	_	_	2	det	_	_
boy	_	NOUN	NN	_	_	3	nsubj	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	5	mark	_	_
get	_	VERB	VB	_	_	3	xcomp	_	_
a	_	DET	DT	_	_	9	det	_	_
band	_	NOUN	NN	_	_	9	compound	_	_
-	_	PUNCT	HYPH	_	_	7	punct	_	_
aid	_	NOUN	NN	_	_	5	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
the the snow going to be on the ground .,"the	_	_	_	_	_	2	reparandum	_	_
the	_	_	_	_	_	3	det	_	_
snow	_	_	_	_	_	4	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	9	mark	_	_
be	_	_	_	_	_	9	cop	_	_
on	_	_	_	_	_	9	case	_	_
the	_	_	_	_	_	9	det	_	_
ground	_	_	_	_	_	4	xcomp	_	_
.	_	_	_	_	_	4	punct	_	_","the	_	_	_	_	_	3	reparandum	_	_
the	_	_	_	_	_	3	det	_	_
snow	_	_	_	_	_	4	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	9	mark	_	_
be	_	_	_	_	_	9	cop	_	_
on	_	_	_	_	_	9	case	_	_
the	_	_	_	_	_	9	det	_	_
ground	_	_	_	_	_	4	xcomp	_	_
.	_	_	_	_	_	4	punct	_	_","the	_	DET	DT	_	_	3	det	_	_
the	_	DET	DT	_	_	3	det	_	_
snow	_	NOUN	NN	_	_	4	nsubj	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	9	mark	_	_
be	_	AUX	VB	_	_	9	cop	_	_
on	_	ADP	IN	_	_	9	case	_	_
the	_	DET	DT	_	_	9	det	_	_
ground	_	NOUN	NN	_	_	4	xcomp	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
he fall down again .,"he	_	_	_	_	_	2	nsubj	_	_
fall	_	_	_	_	_	0	root	_	_
down	_	_	_	_	_	2	advmod	_	_
again	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","he	_	_	_	_	_	2	nsubj	_	_
fall	_	_	_	_	_	0	root	_	_
down	_	_	_	_	_	2	compound:prt	_	_
again	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","he	_	PRON	PRP	_	_	2	nsubj	_	_
fall	_	VERB	VBP	_	_	0	root	_	_
down	_	ADP	RP	_	_	2	compound:prt	_	_
again	_	ADV	RB	_	_	2	advmod	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
the the car the white car going to get the tractor .,"the	_	_	_	_	_	2	reparandum	_	_
the	_	_	_	_	_	3	det	_	_
car	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	6	det	_	_
white	_	_	_	_	_	6	amod	_	_
car	_	_	_	_	_	7	nsubj	_	_
going	_	_	_	_	_	3	parataxis	_	_
to	_	_	_	_	_	9	mark	_	_
get	_	_	_	_	_	7	xcomp	_	_
the	_	_	_	_	_	11	det	_	_
tractor	_	_	_	_	_	9	obj	_	_
.	_	_	_	_	_	3	punct	_	_","the	_	_	_	_	_	3	reparandum	_	_
the	_	_	_	_	_	3	det	_	_
car	_	_	_	_	_	7	reparandum	_	_
the	_	_	_	_	_	6	det	_	_
white	_	_	_	_	_	6	amod	_	_
car	_	_	_	_	_	0	root	_	_
going	_	_	_	_	_	6	acl	_	_
to	_	_	_	_	_	9	mark	_	_
get	_	_	_	_	_	7	xcomp	_	_
the	_	_	_	_	_	11	det	_	_
tractor	_	_	_	_	_	9	obj	_	_
.	_	_	_	_	_	3	punct	_	_","the	_	DET	DT	_	_	3	det	_	_
the	_	DET	DT	_	_	3	det	_	_
car	_	NOUN	NN	_	_	7	nsubj	_	_
the	_	DET	DT	_	_	6	det	_	_
white	_	ADJ	JJ	_	_	6	amod	_	_
car	_	NOUN	NN	_	_	7	nsubj	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	9	mark	_	_
get	_	VERB	VB	_	_	7	advcl	_	_
the	_	DET	DT	_	_	11	det	_	_
tractor	_	NOUN	NN	_	_	9	obj	_	_
.	_	PUNCT	.	_	_	7	punct	_	_"
the tractor the tractor the race car's going to fall the tractor .,"the	_	_	_	_	_	2	det	_	_
tractor	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	4	det	_	_
tractor	_	_	_	_	_	2	conj	_	_
the	_	_	_	_	_	7	det	_	_
race	_	_	_	_	_	7	compound	_	_
car's	_	_	_	_	_	8	nsubj	_	_
going	_	_	_	_	_	2	parataxis	_	_
to	_	_	_	_	_	10	mark	_	_
fall	_	_	_	_	_	8	xcomp	_	_
the	_	_	_	_	_	12	det	_	_
tractor	_	_	_	_	_	2	parataxis	_	_
.	_	_	_	_	_	2	punct	_	_","the	_	_	_	_	_	2	det	_	_
tractor	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	4	det	_	_
tractor	_	_	_	_	_	2	parataxis	_	_
the	_	_	_	_	_	7	det	_	_
race	_	_	_	_	_	7	compound	_	_
car's	_	_	_	_	_	8	nsubj	_	_
going	_	_	_	_	_	2	parataxis	_	_
to	_	_	_	_	_	10	mark	_	_
fall	_	_	_	_	_	8	xcomp	_	_
the	_	_	_	_	_	12	det	_	_
tractor	_	_	_	_	_	8	parataxis	_	_
.	_	_	_	_	_	2	punct	_	_","the	_	DET	DT	_	_	2	det	_	_
tractor	_	NOUN	NN	_	_	9	nsubj	_	_
the	_	DET	DT	_	_	4	det	_	_
tractor	_	NOUN	NN	_	_	9	obj	_	_
the	_	DET	DT	_	_	7	det	_	_
race	_	NOUN	NN	_	_	7	compound	_	_
car	_	NOUN	NN	_	_	9	nsubj	_	_
's	_	AUX	VBZ	_	_	9	aux	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	11	mark	_	_
fall	_	VERB	VB	_	_	9	xcomp	_	_
the	_	DET	DT	_	_	13	det	_	_
tractor	_	NOUN	NN	_	_	11	obj	_	_
.	_	PUNCT	.	_	_	9	punct	_	_"
the Hulk Doctor David Banner take his shirt off and be the be the Hulk .,"the	_	_	_	_	_	2	det	_	_
Hulk	_	_	_	_	_	0	root	_	_
Doctor	_	_	_	_	_	6	nsubj	_	_
David	_	_	_	_	_	3	flat	_	_
Banner	_	_	_	_	_	3	flat	_	_
take	_	_	_	_	_	2	parataxis	_	_
his	_	_	_	_	_	8	nmod:poss	_	_
shirt	_	_	_	_	_	6	obj	_	_
off	_	_	_	_	_	6	compound:prt	_	_
and	_	_	_	_	_	15	cc	_	_
be	_	_	_	_	_	15	cop	_	_
the	_	_	_	_	_	15	reparandum	_	_
be	_	_	_	_	_	15	cop	_	_
the	_	_	_	_	_	15	det	_	_
Hulk	_	_	_	_	_	6	conj	_	_
.	_	_	_	_	_	2	punct	_	_","the	_	_	_	_	_	2	det	_	_
Hulk	_	_	_	_	_	6	nsubj	_	_
Doctor	_	_	_	_	_	4	nmod:desc	_	_
David	_	_	_	_	_	2	appos	_	_
Banner	_	_	_	_	_	4	flat	_	_
take	_	_	_	_	_	0	root	_	_
his	_	_	_	_	_	8	nmod:poss	_	_
shirt	_	_	_	_	_	6	obj	_	_
off	_	_	_	_	_	6	compound:prt	_	_
and	_	_	_	_	_	15	cc	_	_
be	_	_	_	_	_	15	reparandum	_	_
the	_	_	_	_	_	15	reparandum	_	_
be	_	_	_	_	_	15	cop	_	_
the	_	_	_	_	_	15	det	_	_
Hulk	_	_	_	_	_	6	conj	_	_
.	_	_	_	_	_	6	punct	_	_","the	_	DET	DT	_	_	3	det	_	_
Hulk	_	PROPN	NNP	_	_	3	compound	_	_
Doctor	_	PROPN	NNP	_	_	6	nsubj	_	_
David	_	PROPN	NNP	_	_	3	flat	_	_
Banner	_	PROPN	NNP	_	_	3	flat	_	_
take	_	VERB	VB	_	_	0	root	_	_
his	_	PRON	PRP$	_	_	8	nmod:poss	_	_
shirt	_	NOUN	NN	_	_	6	obj	_	_
off	_	ADP	RP	_	_	6	compound:prt	_	_
and	_	CCONJ	CC	_	_	15	cc	_	_
be	_	AUX	VB	_	_	15	cop	_	_
the	_	DET	DT	_	_	15	det	_	_
be	_	AUX	VB	_	_	15	cop	_	_
the	_	DET	DT	_	_	15	det	_	_
Hulk	_	PROPN	NNP	_	_	6	conj	_	_
.	_	PUNCT	.	_	_	6	punct	_	_"
he going to put up the man up on the air .,"he	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
put	_	_	_	_	_	2	xcomp	_	_
up	_	_	_	_	_	4	compound:prt	_	_
the	_	_	_	_	_	7	det	_	_
man	_	_	_	_	_	4	obj	_	_
up	_	_	_	_	_	11	advmod	_	_
on	_	_	_	_	_	11	case	_	_
the	_	_	_	_	_	11	det	_	_
air	_	_	_	_	_	4	obl	_	_
.	_	_	_	_	_	2	punct	_	_","he	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
put	_	_	_	_	_	2	xcomp	_	_
up	_	_	_	_	_	4	compound:prt	_	_
the	_	_	_	_	_	7	det	_	_
man	_	_	_	_	_	4	obj	_	_
up	_	_	_	_	_	4	compound:prt	_	_
on	_	_	_	_	_	11	case	_	_
the	_	_	_	_	_	11	det	_	_
air	_	_	_	_	_	4	obl	_	_
.	_	_	_	_	_	2	punct	_	_","he	_	PRON	PRP	_	_	2	nsubj	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	4	mark	_	_
put	_	VERB	VB	_	_	2	xcomp	_	_
up	_	ADP	RP	_	_	4	compound:prt	_	_
the	_	DET	DT	_	_	7	det	_	_
man	_	NOUN	NN	_	_	4	obj	_	_
up	_	ADP	RP	_	_	4	compound:prt	_	_
on	_	ADP	IN	_	_	11	case	_	_
the	_	DET	DT	_	_	11	det	_	_
air	_	NOUN	NN	_	_	4	obl	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
pick up the pick up on the air .,"pick	_	_	_	_	_	4	reparandum	_	_
up	_	_	_	_	_	1	compound:prt	_	_
the	_	_	_	_	_	4	reparandum	_	_
pick	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	4	compound:prt	_	_
on	_	_	_	_	_	8	case	_	_
the	_	_	_	_	_	8	det	_	_
air	_	_	_	_	_	4	obl	_	_
.	_	_	_	_	_	4	punct	_	_","pick	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	1	compound:prt	_	_
the	_	_	_	_	_	4	det	_	_
pick	_	_	_	_	_	1	obj	_	_
up	_	_	_	_	_	4	compound:prt	_	_
on	_	_	_	_	_	8	case	_	_
the	_	_	_	_	_	8	det	_	_
air	_	_	_	_	_	4	nmod	_	_
.	_	_	_	_	_	1	punct	_	_","pick	_	VERB	VB	_	_	0	root	_	_
up	_	ADP	RP	_	_	1	compound:prt	_	_
the	_	DET	DT	_	_	4	det	_	_
pick	_	NOUN	NN	_	_	1	obj	_	_
up	_	ADP	RP	_	_	1	compound:prt	_	_
on	_	ADP	IN	_	_	8	case	_	_
the	_	DET	DT	_	_	8	det	_	_
air	_	NOUN	NN	_	_	1	obl	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
pick up pick up the air .,"pick	_	_	_	_	_	3	reparandum	_	_
up	_	_	_	_	_	1	compound:prt	_	_
pick	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	3	compound:prt	_	_
the	_	_	_	_	_	6	det	_	_
air	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","pick	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	1	compound:prt	_	_
pick	_	_	_	_	_	1	parataxis	_	_
up	_	_	_	_	_	3	compound:prt	_	_
the	_	_	_	_	_	6	det	_	_
air	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	1	punct	_	_","pick	_	VERB	VB	_	_	0	root	_	_
up	_	ADP	RP	_	_	1	compound:prt	_	_
pick	_	VERB	VB	_	_	1	xcomp	_	_
up	_	ADP	RP	_	_	3	compound:prt	_	_
the	_	DET	DT	_	_	6	det	_	_
air	_	NOUN	NN	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
and why why why does Doctor David Banner gets mad ?,"and	_	_	_	_	_	9	cc	_	_
why	_	_	_	_	_	9	advmod	_	_
why	_	_	_	_	_	2	conj	_	_
why	_	_	_	_	_	2	conj	_	_
does	_	_	_	_	_	9	aux	_	_
Doctor	_	_	_	_	_	9	nsubj	_	_
David	_	_	_	_	_	6	flat	_	_
Banner	_	_	_	_	_	6	flat	_	_
gets	_	_	_	_	_	0	root	_	_
mad	_	_	_	_	_	9	xcomp	_	_
?	_	_	_	_	_	9	punct	_	_","and	_	_	_	_	_	9	cc	_	_
why	_	_	_	_	_	9	advmod	_	_
why	_	_	_	_	_	9	discourse	_	_
why	_	_	_	_	_	9	advmod	_	_
does	_	_	_	_	_	9	aux	_	_
Doctor	_	_	_	_	_	7	nmod:desc	_	_
David	_	_	_	_	_	9	nsubj	_	_
Banner	_	_	_	_	_	7	flat	_	_
gets	_	_	_	_	_	0	root	_	_
mad	_	_	_	_	_	9	xcomp	_	_
?	_	_	_	_	_	9	punct	_	_","and	_	CCONJ	CC	_	_	9	cc	_	_
why	_	ADV	WRB	_	_	9	advmod	_	_
why	_	ADV	WRB	_	_	9	advmod	_	_
why	_	ADV	WRB	_	_	9	advmod	_	_
does	_	AUX	VBZ	_	_	9	aux	_	_
Doctor	_	PROPN	NNP	_	_	9	nsubj	_	_
David	_	PROPN	NNP	_	_	6	flat	_	_
Banner	_	PROPN	NNP	_	_	6	flat	_	_
gets	_	VERB	VBZ	_	_	0	root	_	_
mad	_	ADJ	JJ	_	_	9	xcomp	_	_
?	_	PUNCT	.	_	_	9	punct	_	_"
hey daddy hey daddy Doctor David Banner talk too much much ?,"hey	_	_	_	_	_	8	discourse	_	_
daddy	_	_	_	_	_	1	vocative	_	_
hey	_	_	_	_	_	1	conj	_	_
daddy	_	_	_	_	_	1	vocative	_	_
Doctor	_	_	_	_	_	8	nsubj	_	_
David	_	_	_	_	_	5	flat	_	_
Banner	_	_	_	_	_	5	flat	_	_
talk	_	_	_	_	_	0	root	_	_
too	_	_	_	_	_	10	advmod	_	_
much	_	_	_	_	_	8	advmod	_	_
much	_	_	_	_	_	10	conj	_	_
?	_	_	_	_	_	8	punct	_	_","hey	_	_	_	_	_	0	root	_	_
daddy	_	_	_	_	_	1	discourse	_	_
hey	_	_	_	_	_	4	discourse	_	_
daddy	_	_	_	_	_	1	vocative	_	_
Doctor	_	_	_	_	_	6	nmod:desc	_	_
David	_	_	_	_	_	1	vocative	_	_
Banner	_	_	_	_	_	6	flat	_	_
talk	_	_	_	_	_	4	parataxis	_	_
too	_	_	_	_	_	10	advmod	_	_
much	_	_	_	_	_	8	advmod	_	_
much	_	_	_	_	_	8	advmod	_	_
?	_	_	_	_	_	1	punct	_	_","hey	_	INTJ	UH	_	_	8	discourse	_	_
daddy	_	INTJ	UH	_	_	8	discourse	_	_
hey	_	INTJ	UH	_	_	8	discourse	_	_
daddy	_	PROPN	NNP	_	_	8	nsubj	_	_
Doctor	_	PROPN	NNP	_	_	8	nsubj	_	_
David	_	PROPN	NNP	_	_	5	flat	_	_
Banner	_	PROPN	NNP	_	_	5	flat	_	_
talk	_	VERB	VB	_	_	0	root	_	_
too	_	ADV	RB	_	_	10	advmod	_	_
much	_	ADV	RB	_	_	11	advmod	_	_
much	_	ADJ	JJ	_	_	8	advmod	_	_
?	_	PUNCT	.	_	_	8	punct	_	_"
um um and Doctor David Banner turn in the Hulk .,"um	_	_	_	_	_	4	discourse	_	_
um	_	_	_	_	_	1	conj	_	_
and	_	_	_	_	_	7	cc	_	_
Doctor	_	_	_	_	_	7	nsubj	_	_
David	_	_	_	_	_	4	flat	_	_
Banner	_	_	_	_	_	4	flat	_	_
turn	_	_	_	_	_	0	root	_	_
in	_	_	_	_	_	7	compound:prt	_	_
the	_	_	_	_	_	10	det	_	_
Hulk	_	_	_	_	_	7	obj	_	_
.	_	_	_	_	_	7	punct	_	_","um	_	_	_	_	_	7	discourse	_	_
um	_	_	_	_	_	7	discourse	_	_
and	_	_	_	_	_	7	cc	_	_
Doctor	_	_	_	_	_	5	nmod:desc	_	_
David	_	_	_	_	_	7	nsubj	_	_
Banner	_	_	_	_	_	5	flat	_	_
turn	_	_	_	_	_	0	root	_	_
in	_	_	_	_	_	7	compound:prt	_	_
the	_	_	_	_	_	10	det	_	_
Hulk	_	_	_	_	_	7	obj	_	_
.	_	_	_	_	_	7	punct	_	_","um	_	INTJ	UH	_	_	7	discourse	_	_
um	_	INTJ	UH	_	_	7	discourse	_	_
and	_	CCONJ	CC	_	_	4	cc	_	_
Doctor	_	PROPN	NNP	_	_	7	nsubj	_	_
David	_	PROPN	NNP	_	_	4	flat	_	_
Banner	_	PROPN	NNP	_	_	4	flat	_	_
turn	_	VERB	VB	_	_	0	root	_	_
in	_	ADP	IN	_	_	10	case	_	_
the	_	DET	DT	_	_	10	det	_	_
Hulk	_	PROPN	NNP	_	_	7	obl	_	_
.	_	PUNCT	.	_	_	7	punct	_	_"
this my nose .,"this	_	_	_	_	_	3	nsubj	_	_
my	_	_	_	_	_	3	nmod:poss	_	_
nose	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","this	_	_	_	_	_	3	nsubj	_	_
my	_	_	_	_	_	3	nmod:poss	_	_
nose	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","this	_	DET	DT	_	_	3	det	_	_
my	_	PRON	PRP$	_	_	3	nmod:poss	_	_
nose	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
look look it .,"look	_	_	_	_	_	2	reparandum	_	_
look	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","look	_	_	_	_	_	0	root	_	_
look	_	_	_	_	_	1	parataxis	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	1	punct	_	_","look	_	VERB	VB	_	_	0	root	_	_
look	_	VERB	VB	_	_	1	xcomp	_	_
it	_	PRON	PRP	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
this mommy .,"this	_	_	_	_	_	0	root	_	_
mommy	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","this	_	_	_	_	_	2	det	_	_
mommy	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","this	_	DET	DT	_	_	2	det	_	_
mommy	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
this mommy mouth .,"this	_	_	_	_	_	3	det	_	_
mommy	_	_	_	_	_	3	nmod:poss	_	_
mouth	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","this	_	_	_	_	_	3	det	_	_
mommy	_	_	_	_	_	3	compound	_	_
mouth	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","this	_	DET	DT	_	_	3	det	_	_
mommy	_	ADJ	JJ	_	_	3	amod	_	_
mouth	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
